EventID,Edep_MeV,#PE,#NoisePE,SignalPE,fine_bin,merged_bin
307720,0.03201769649813264,12,0,12,32,3
230358,0.03203399255964545,21,8,13,32,3
205505,0.03203751153047226,22,8,14,32,3
214943,0.03204269233401055,18,3,15,32,3
129764,0.032044475420985465,25,5,20,32,3
119600,0.0320460717957613,15,3,12,32,3
278079,0.03205061530890486,19,6,13,32,3
203896,0.03205135625715323,18,4,14,32,3
101400,0.032054564802112356,7,1,6,32,3
125404,0.03205462434737412,12,2,10,32,3
365613,0.03206607600880766,30,11,19,32,3
280294,0.032073008605326886,16,4,12,32,3
118877,0.032073473346702325,23,7,16,32,3
166550,0.03207424321932041,16,4,12,32,3
321727,0.032075924963278525,14,3,11,32,3
329854,0.0320841612649433,17,5,12,32,3
296754,0.03209046107538825,16,7,9,32,3
225418,0.03209184125138307,19,5,14,32,3
164530,0.03209360267876532,22,6,16,32,3
299771,0.03209572865617882,13,3,10,32,3
206662,0.03209700757021733,18,4,14,32,3
117056,0.032099867648346776,25,9,16,32,3
347216,0.03210393293553581,20,6,14,32,3
379575,0.0321105617043677,24,8,16,32,3
168406,0.03211333924207684,18,2,16,32,3
376370,0.032122917558763585,24,4,20,32,3
196576,0.03213619567024464,26,11,15,32,3
289907,0.03214852571064262,20,3,17,32,3
182639,0.03215157582119061,13,1,12,32,3
329113,0.032152515650029315,20,5,15,32,3
234353,0.03215760565480693,12,2,10,32,3
227683,0.03216539977103822,18,6,12,32,3
78606,0.0321667337860619,21,8,13,32,3
200224,0.032168460360454815,20,4,16,32,3
185041,0.03218870082540549,23,6,17,32,3
60286,0.03219230232000154,30,11,19,32,3
188656,0.03220045445576257,21,5,16,32,3
283851,0.032207480181180484,18,4,14,32,3
316813,0.032217181376209485,16,4,12,32,3
227094,0.032219984800268636,15,3,12,32,3
313783,0.032224600494676625,19,5,14,32,3
341754,0.032227776495493465,20,7,13,32,3
191757,0.032228727132414196,21,5,16,32,3
200124,0.03223040564662102,21,5,16,32,3
295383,0.032234263999102855,9,3,6,32,3
101203,0.03223861179189618,24,6,18,32,3
105882,0.03224181794444367,13,2,11,32,3
299252,0.032248834335480224,20,6,14,32,3
317407,0.032257970979565995,16,4,12,32,3
180021,0.032258023940811446,15,3,12,32,3
159507,0.03226342128061918,14,1,13,32,3
239547,0.03226794516011556,15,3,12,32,3
309806,0.03226837087008442,21,4,17,32,3
187577,0.032269145506789006,19,5,14,32,3
262228,0.032269411552703096,10,3,7,32,3
195309,0.032270224178835814,30,11,19,32,3
199796,0.03228227727450642,18,5,13,32,3
262782,0.03228752694899161,20,5,15,32,3
190403,0.03231449928110565,18,6,12,32,3
240684,0.03232050268937621,18,6,12,32,3
308003,0.03232054028591494,18,4,14,32,3
102376,0.03232179999000412,21,5,16,32,3
342225,0.03232283387852544,17,4,13,32,3
174680,0.03232743123844243,23,6,17,32,3
197387,0.032329276807419934,24,6,18,32,3
239908,0.03233953597948675,19,5,14,32,3
394859,0.03234629847546129,12,1,11,32,3
188137,0.03235970029253284,7,1,6,32,3
210428,0.032372324404048955,33,11,22,32,3
234487,0.03237991847719725,22,10,12,32,3
178038,0.03238276579923456,35,15,20,32,3
321014,0.03238375381407225,28,9,19,32,3
219266,0.03239332436153239,20,7,13,32,3
173861,0.03239448192697351,18,5,13,32,3
254143,0.03240287496592493,13,2,11,32,3
