EventID,Edep_MeV,#PE,#NoisePE,SignalPE,fine_bin,merged_bin
197331,0.23805385575885932,134,32,102,238,20
345334,0.23806487659036155,153,44,109,238,20
295039,0.2380851271121329,139,31,108,238,20
263541,0.23809606585398657,141,28,113,238,20
301129,0.23809671795412032,136,30,106,238,20
294828,0.2380997195549981,176,57,119,238,20
399761,0.23810373094505644,138,31,107,238,20
236872,0.23813066492602294,179,53,126,238,20
346063,0.23813097075086576,136,36,100,238,20
189817,0.23813492783937473,130,29,101,238,20
248824,0.2381549005829827,129,33,96,238,20
386670,0.23815710548472552,131,33,98,238,20
253536,0.2381595746440258,144,43,101,238,20
221497,0.23818038648890516,136,31,105,238,20
325202,0.23818731816378225,172,50,122,238,20
279353,0.23818739237095726,140,35,105,238,20
209751,0.23819245769378297,166,48,118,238,20
190264,0.23819489958412923,142,30,112,238,20
351694,0.23820572674236484,158,45,113,238,20
250494,0.2382111721318367,134,36,98,238,20
398709,0.23821465621264507,136,34,102,238,20
168138,0.23822205784976216,154,48,106,238,20
306466,0.23823215060513023,161,49,112,238,20
388807,0.23823497783019795,142,43,99,238,20
305640,0.23823687519462444,139,32,107,238,20
262500,0.23824771695633548,128,21,107,238,20
257188,0.23825074053972395,145,35,110,238,20
327379,0.23825335058539096,123,23,100,238,20
399047,0.2382656195527836,148,39,109,238,20
154419,0.238266570178468,145,40,105,238,20
312172,0.2382704189159136,163,45,118,238,20
389841,0.23829651052147818,100,24,76,238,20
355502,0.23830226157516732,135,27,108,238,20
286882,0.23830347026789445,136,30,106,238,20
209610,0.2383037710704251,147,43,104,238,20
397920,0.23830845543935958,136,39,97,238,20
315225,0.23831024398523643,155,42,113,238,20
270425,0.23831264026503018,133,32,101,238,20
327881,0.23831748728742008,139,38,101,238,20
355568,0.23832963317266848,140,33,107,238,20
293104,0.23833111631409792,165,47,118,238,20
240491,0.23835201196882747,144,42,102,238,20
164702,0.23838590779648489,134,25,109,238,20
178075,0.23838966960589075,140,36,104,238,20
204153,0.23843450358011142,157,48,109,238,20
229343,0.2384580649236509,157,42,115,238,20
397106,0.23848666706948848,117,30,87,238,20
178419,0.2384940347767264,133,32,101,238,20
363303,0.2384983640911787,125,33,92,238,20
306388,0.23849983277010137,137,31,106,238,20
153474,0.23852173108776062,133,34,99,238,20
173292,0.23856096880821295,144,41,103,238,20
281577,0.23857479629682948,153,37,116,238,20
168918,0.2385757457956269,134,35,99,238,20
243404,0.23859167712965362,138,26,112,238,20
339839,0.23859415695311514,161,34,127,238,20
182612,0.23859552146368035,128,17,111,238,20
387772,0.23860057173490998,132,27,105,238,20
282027,0.23860471361558722,133,26,107,238,20
363798,0.23862015255433108,153,49,104,238,20
382619,0.238632052352258,135,35,100,238,20
319726,0.23863902162151693,119,26,93,238,20
166626,0.2386411009804306,121,27,94,238,20
373700,0.23864662683589033,164,47,117,238,20
198595,0.2386550613004455,136,25,111,238,20
311830,0.23866709085069868,151,50,101,238,20
162928,0.23867943703818578,135,30,105,238,20
215141,0.2386867509793016,146,31,115,238,20
308835,0.23869422066801924,144,33,111,238,20
314340,0.23869682882906534,137,38,99,238,20
239642,0.23869870859313602,163,43,120,238,20
399387,0.23869929555397826,123,29,94,238,20
280509,0.23873106187306672,121,30,91,238,20
394245,0.23873188540701323,149,38,111,238,20
297521,0.2387319477487062,129,31,98,238,20
164429,0.23873351704083892,122,22,100,238,20
288885,0.23873419321036327,143,32,111,238,20
374371,0.23874483006301678,116,21,95,238,20
173991,0.238758227604664,145,37,108,238,20
367103,0.23877206905742326,107,24,83,238,20
281671,0.23879376408102543,126,33,93,238,20
278515,0.2387953174000447,150,35,115,238,20
301999,0.23880757493236726,102,25,77,238,20
155278,0.23882228423525492,136,36,100,238,20
211879,0.23884280503461272,140,36,104,238,20
226843,0.2388465417356822,139,30,109,238,20
356974,0.23886493842639023,163,47,116,238,20
318675,0.2388789492836715,144,38,106,238,20
385855,0.23888461810501552,112,21,91,238,20
297158,0.23891126500702997,141,30,111,238,20
169465,0.23891482947751058,167,41,126,238,20
316805,0.23893312084195423,154,48,106,238,20
272862,0.238937929703834,157,45,112,238,20
169367,0.23894038852357058,160,45,115,238,20
389422,0.23896603220010662,127,31,96,238,20
253421,0.23896639850005066,149,37,112,238,20
295532,0.23900365125504305,151,42,109,239,20
157122,0.2390040747119375,150,47,103,239,20
158674,0.23903475268554036,157,49,108,239,20
364472,0.23903655097610632,122,30,92,239,20
324952,0.2390378712605609,136,33,103,239,20
151131,0.2390807038254945,123,36,87,239,20
241298,0.23908196858007455,129,32,97,239,20
306476,0.23909871698934004,157,36,121,239,20
322757,0.2391233374586363,117,22,95,239,20
377864,0.23912873956743552,161,44,117,239,20
344007,0.23914454965630003,140,30,110,239,20
228662,0.23915558166560633,142,40,102,239,20
232580,0.23915700674735985,138,28,110,239,20
215689,0.2391634967651208,109,20,89,239,20
282581,0.2391855037235735,121,23,98,239,20
313748,0.23919575820163183,159,30,129,239,20
307303,0.23920631707943388,144,35,109,239,20
202777,0.2392067288635895,132,36,96,239,20
367754,0.23921356059490312,145,35,110,239,20
353631,0.23921369826321176,148,46,102,239,20
205290,0.23921930029293306,141,41,100,239,20
329429,0.2392228064900403,165,38,127,239,20
305875,0.23922528020655467,130,35,95,239,20
339300,0.23924969518535374,123,30,93,239,20
358221,0.23926453774330297,130,22,108,239,20
343601,0.23927803180626342,106,18,88,239,20
347635,0.23928107976456747,162,35,127,239,20
273139,0.2392860309208007,150,38,112,239,20
312704,0.2392941892407539,159,40,119,239,20
374702,0.23930591606306062,134,34,100,239,20
174161,0.23932092033495891,127,26,101,239,20
217168,0.23932380991295543,127,34,93,239,20
225594,0.23933804088149938,127,30,97,239,20
234336,0.2393409885634989,140,35,105,239,20
200850,0.23935298059628388,126,26,100,239,20
347163,0.23935336768012985,142,41,101,239,20
269268,0.2393743246318571,125,23,102,239,20
131798,0.23939816532549937,144,34,110,239,20
286551,0.23941431900434276,121,23,98,239,20
294195,0.23943213826706405,152,33,119,239,20
379974,0.23943427733845196,138,26,112,239,20
395166,0.23945866543445435,139,33,106,239,20
295638,0.23947421329584861,120,33,87,239,20
150791,0.23948240587103917,139,43,96,239,20
191148,0.23948942545164037,129,32,97,239,20
365863,0.23949343473105494,140,34,106,239,20
248682,0.23950035395066924,136,27,109,239,20
390192,0.2395205025771493,152,34,118,239,20
225792,0.23952379914760458,153,42,111,239,20
242312,0.2395370250874778,134,39,95,239,20
221421,0.23954051702546944,135,31,104,239,20
188367,0.23955711286510012,115,26,89,239,20
315237,0.2395718478179158,164,32,132,239,20
280866,0.23958016258376846,134,28,106,239,20
296796,0.23958192324695898,170,41,129,239,20
157850,0.23958668045093562,141,32,109,239,20
290044,0.23959230124369493,148,41,107,239,20
184696,0.23959447762849054,153,37,116,239,20
212669,0.2395980398632744,133,35,98,239,20
162693,0.23960898663377775,128,34,94,239,20
304103,0.23961910817942303,151,40,111,239,20
235054,0.23965201293349178,147,40,107,239,20
169435,0.23966122079141147,122,34,88,239,20
356690,0.23966614736585323,127,28,99,239,20
179774,0.2397040757319639,152,42,110,239,20
244714,0.23970917183704224,163,44,119,239,20
286039,0.23971397193905286,138,37,101,239,20
177692,0.23971587575508468,141,36,105,239,20
256471,0.2397255810772888,157,34,123,239,20
389778,0.23973337148604154,132,25,107,239,20
173803,0.23974752309890546,155,42,113,239,20
167683,0.23979543638929585,152,38,114,239,20
167988,0.23982705229466175,133,36,97,239,20
217154,0.23982709430832347,163,55,108,239,20
187921,0.2398329442211618,144,29,115,239,20
249812,0.2398608563741463,163,58,105,239,20
379168,0.23986199968399505,123,21,102,239,20
345490,0.2398784073633092,151,34,117,239,20
261849,0.23988031415832892,144,32,112,239,20
265275,0.23988165167489123,144,40,104,239,20
333477,0.23988766417902813,150,37,113,239,20
277732,0.23989658070683748,120,27,93,239,20
255802,0.23990646488232104,180,72,108,239,20
319849,0.23991030886525477,144,44,100,239,20
319862,0.2399148205135962,135,32,103,239,20
227326,0.23991676824106536,113,20,93,239,20
158204,0.23992173493712032,141,31,110,239,20
296815,0.23992261167259069,122,30,92,239,20
288004,0.23992392802295104,157,48,109,239,20
211445,0.23993428140298095,122,25,97,239,20
341850,0.23994754930622594,130,20,110,239,20
154613,0.23995232277502218,151,42,109,239,20
162465,0.23996499895832707,134,33,101,239,20
194618,0.2399855496045466,136,35,101,239,20
386759,0.23998575560845908,155,49,106,239,20
153426,0.2399994000374609,156,48,108,239,20
218871,0.2400010910965704,164,58,106,240,20
351459,0.24000879498704492,174,58,116,240,20
305042,0.24001172596296694,125,30,95,240,20
325423,0.24001886306129683,141,38,103,240,20
286897,0.24002382767665217,144,38,106,240,20
152438,0.24003662262490408,150,46,104,240,20
393160,0.240044221397023,167,48,119,240,20
247840,0.24004872339819525,134,27,107,240,20
281468,0.24007039846463737,132,28,104,240,20
369690,0.24010103483533463,125,26,99,240,20
298297,0.24010190611388751,162,45,117,240,20
395175,0.24011304813232648,151,37,114,240,20
243607,0.2401319139656087,147,39,108,240,20
391053,0.24013677428079697,132,33,99,240,20
335905,0.24014179704593963,137,39,98,240,20
356503,0.24014831556245622,142,36,106,240,20
169019,0.24015097442293656,160,45,115,240,20
358525,0.24016804998000918,145,34,111,240,20
352719,0.24016999707450684,153,26,127,240,20
393759,0.24017103802936446,160,42,118,240,20
167101,0.2401831597640739,143,36,107,240,20
253467,0.24019822069836166,120,29,91,240,20
167029,0.24020876450049874,116,29,87,240,20
276411,0.24021029882799133,136,32,104,240,20
343552,0.2402385079092449,139,33,106,240,20
171905,0.2402587299228549,138,34,104,240,20
187961,0.24026421317399757,126,23,103,240,20
342660,0.24027232381640456,148,41,107,240,20
135156,0.24027332107190044,161,54,107,240,20
190668,0.24028019570784626,127,37,90,240,20
178155,0.24029257963220704,154,40,114,240,20
364570,0.24029793042307684,138,38,100,240,20
288697,0.2402986302594553,134,31,103,240,20
260572,0.24031430443287746,161,41,120,240,20
176248,0.24031603124447262,124,30,94,240,20
250516,0.24033374756642664,153,35,118,240,20
329828,0.2403338198796962,132,22,110,240,20
243002,0.2403572586876928,161,41,120,240,20
398176,0.2403614310742327,138,35,103,240,20
164808,0.24037252609887294,128,31,97,240,20
243517,0.2403756033984639,136,34,102,240,20
298779,0.24041463040496186,127,22,105,240,20
185366,0.24041639498103048,133,26,107,240,20
378563,0.24042420798458172,147,38,109,240,20
276716,0.24044055776846449,147,41,106,240,20
204640,0.24044948218874204,129,40,89,240,20
237000,0.24045904062800522,136,31,105,240,20
154507,0.24047990116778398,153,42,111,240,20
342491,0.24049303299475833,124,26,98,240,20
396508,0.2405006916163547,124,33,91,240,20
347573,0.24050114213688534,144,34,110,240,20
237275,0.2405132997125601,143,41,102,240,20
176878,0.24052394622871875,156,51,105,240,20
364488,0.24053470115485007,135,20,115,240,20
379342,0.24053932322300836,144,36,108,240,20
282421,0.2405424000128922,133,30,103,240,20
387740,0.24055443650929254,133,29,104,240,20
180588,0.24055913545815436,155,32,123,240,20
164836,0.24056009800059944,142,38,104,240,20
364359,0.240569300602729,123,23,100,240,20
355341,0.24059634871547841,131,23,108,240,20
206708,0.24059865480488596,154,43,111,240,20
358007,0.24061817315790218,169,38,131,240,20
211819,0.2406693150788503,139,32,107,240,20
395708,0.24067035057601538,138,42,96,240,20
226278,0.2407007503851385,145,30,115,240,20
255427,0.24072376440595245,134,29,105,240,20
325741,0.24073026613288173,128,23,105,240,20
253114,0.24074000862677483,146,34,112,240,20
193214,0.24078083211006823,107,15,92,240,20
274728,0.24078131622996532,166,45,121,240,20
265978,0.2407946935719318,125,26,99,240,20
278648,0.2408146345727168,147,39,108,240,20
178757,0.2408202181860639,142,37,105,240,20
172456,0.24082935197214872,179,54,125,240,20
312145,0.24085216528452952,128,39,89,240,20
255442,0.24087213117125456,153,42,111,240,20
180394,0.2408912558720658,159,48,111,240,20
156650,0.24089988482851526,150,41,109,240,20
203104,0.24091341929669813,144,36,108,240,20
203114,0.24091349971821677,161,40,121,240,20
312734,0.2409141137052427,146,36,110,240,20
335091,0.2409188907735801,139,26,113,240,20
303765,0.24091942366421917,134,33,101,240,20
239351,0.24092300050447965,162,41,121,240,20
327371,0.2409297646140437,145,34,111,240,20
393556,0.2409352548429183,135,36,99,240,20
392512,0.24093586893627122,114,16,98,240,20
230943,0.24094494160528543,147,40,107,240,20
271846,0.240963970894408,143,34,109,240,20
241210,0.24097397602329826,130,30,100,240,20
382642,0.2409813389525131,131,33,98,240,20
283859,0.2409865186211198,152,33,119,240,20
191276,0.2409876389821376,163,47,116,240,20
164033,0.24099728968505318,139,29,110,240,20
342230,0.24101404203744284,133,38,95,241,20
338865,0.24102020521636935,171,52,119,241,20
320317,0.24102204445849498,144,38,106,241,20
354989,0.24102246456620924,129,31,98,241,20
355950,0.24103886854514006,121,25,96,241,20
289503,0.24105798948421286,124,16,108,241,20
341657,0.24108404864512642,183,60,123,241,20
253565,0.24108413352612057,156,37,119,241,20
234366,0.2410846896908879,173,47,126,241,20
273163,0.24109844412676318,132,36,96,241,20
170280,0.24110325316785866,147,46,101,241,20
165223,0.2411135215555869,145,24,121,241,20
189079,0.24112357036710366,147,41,106,241,20
357864,0.24112589045114022,150,47,103,241,20
299995,0.241127843350728,132,35,97,241,20
337374,0.24115027977123615,126,35,91,241,20
315081,0.24118044357738552,153,34,119,241,20
196279,0.24119309635579456,146,35,111,241,20
236021,0.24120881917502252,122,25,97,241,20
343488,0.2412147868237134,138,36,102,241,20
153896,0.2412383163628111,136,36,100,241,20
313879,0.2412493153514578,154,43,111,241,20
276131,0.24127385591085748,126,35,91,241,20
242941,0.24127454160891287,117,21,96,241,20
186121,0.24130220943421227,122,27,95,241,20
308701,0.2413065042390747,139,31,108,241,20
270902,0.24130675405190283,134,39,95,241,20
152896,0.2413268691837947,127,34,93,241,20
208144,0.24133469472410216,134,35,99,241,20
291984,0.24135630002347383,163,42,121,241,20
305273,0.2413638596672171,163,44,119,241,20
326560,0.24136393095173422,147,38,109,241,20
181436,0.24137427446519746,141,48,93,241,20
360355,0.24138075261158268,151,40,111,241,20
366211,0.2413834484103812,130,24,106,241,20
260320,0.24139286754459485,132,30,102,241,20
222234,0.24140299875340554,147,40,107,241,20
383552,0.2414108433185089,131,25,106,241,20
285302,0.24143392497883148,163,51,112,241,20
294314,0.2414643550873951,140,25,115,241,20
195325,0.2414648101453473,153,28,125,241,20
376329,0.2414675993821347,152,36,116,241,20
194798,0.2414848868727139,139,33,106,241,20
263021,0.24150230486323598,137,37,100,241,20
276867,0.24151123656992776,162,43,119,241,20
351500,0.2415383243963295,139,30,109,241,20
150286,0.2415407277576252,131,22,109,241,20
369227,0.24154981601201075,138,24,114,241,20
199185,0.24155826823989265,141,26,115,241,20
336206,0.24155969680027353,121,27,94,241,20
274932,0.24158302954634084,154,40,114,241,20
263710,0.2415838923196507,157,46,111,241,20
184913,0.2416080262047011,119,26,93,241,20
397879,0.24161042224288304,152,32,120,241,20
187733,0.24161770802106047,135,31,104,241,20
327994,0.24164200411215406,140,38,102,241,20
343295,0.24164431003676629,152,35,117,241,20
329162,0.2416511424683128,128,29,99,241,20
319505,0.24168437431793088,158,49,109,241,20
308786,0.24171590740754484,169,42,127,241,20
399825,0.24172280448995523,130,31,99,241,20
279508,0.24175301471369662,127,31,96,241,20
283994,0.241764453458616,107,16,91,241,20
163171,0.24177070607026624,155,35,120,241,20
256748,0.24177522761084333,126,28,98,241,20
304927,0.24178257826222904,151,38,113,241,20
166875,0.24178738563394872,110,16,94,241,20
203919,0.24179187139517988,160,36,124,241,20
392995,0.24180330290484986,145,26,119,241,20
278291,0.2418065620953961,148,27,121,241,20
330106,0.2418240654814774,162,44,118,241,20
251438,0.24184052512339074,148,41,107,241,20
291826,0.2418427355180406,120,26,94,241,20
257931,0.24185228179522206,154,33,121,241,20
273479,0.24186088152173663,170,51,119,241,20
150153,0.24186348936754853,146,30,116,241,20
238697,0.24186440613580043,145,37,108,241,20
169590,0.24188211428454168,133,42,91,241,20
163122,0.24189080770801896,136,33,103,241,20
311200,0.2418946927595643,166,38,128,241,20
343171,0.24190320767286008,150,42,108,241,20
200390,0.241903306638208,163,53,110,241,20
150605,0.24191651109126194,166,45,121,241,20
208649,0.2419230163533981,124,28,96,241,20
335956,0.24193529969555647,146,21,125,241,20
349624,0.2419387429935222,163,39,124,241,20
299548,0.24194823331620607,138,32,106,241,20
342861,0.24194825348186466,137,37,100,241,20
343896,0.24196949061229794,148,43,105,241,20
345631,0.2419969034319257,151,38,113,241,20
379998,0.2420091518013996,137,38,99,242,20
161524,0.24202736273399933,153,38,115,242,20
289620,0.24205909176929408,102,22,80,242,20
198269,0.24207045413383194,131,38,93,242,20
275262,0.24208741565288266,153,42,111,242,20
354444,0.24210377370538078,159,38,121,242,20
270962,0.24210796988616878,153,36,117,242,20
269819,0.24211005403139377,155,41,114,242,20
342182,0.24215875208595716,153,45,108,242,20
325798,0.24215934134899128,165,37,128,242,20
194804,0.24217981181472378,115,19,96,242,20
155910,0.2422137837966425,145,33,112,242,20
230479,0.24223097744406186,125,31,94,242,20
216827,0.24223261366662321,153,45,108,242,20
265600,0.24226697967291622,140,41,99,242,20
298176,0.24229125158020126,188,63,125,242,20
221878,0.24230275011229493,132,27,105,242,20
380815,0.24230453479472072,162,47,115,242,20
298094,0.24232559618369756,111,15,96,242,20
171013,0.24232772849338696,111,16,95,242,20
356898,0.24233275167726398,140,33,107,242,20
170219,0.24233905732331865,133,29,104,242,20
220560,0.2423393321199464,161,42,119,242,20
250596,0.24234353221784724,144,39,105,242,20
341876,0.24234993047178485,140,37,103,242,20
327506,0.2423528625713791,144,31,113,242,20
