EventID,Edep_MeV,#PE,#NoisePE,SignalPE,fine_bin,merged_bin
213146,0.17700786123443707,96,21,75,177,4
358011,0.17701303599585383,113,28,85,177,4
253537,0.17701845148619663,119,35,84,177,4
304058,0.17702136642335098,101,26,75,177,4
386365,0.1770365726812496,102,27,75,177,4
250749,0.177044812297969,84,16,68,177,4
254258,0.17706275731298282,127,32,95,177,4
206986,0.1770659416740623,112,30,82,177,4
58808,0.17707773912913866,97,24,73,177,4
234515,0.17707911011762845,91,24,67,177,4
261885,0.17708204501539715,111,31,80,177,4
243257,0.17708373356675994,89,13,76,177,4
284301,0.17709092631276932,130,36,94,177,4
309115,0.17709180638874578,94,26,68,177,4
393218,0.17713133448166657,119,37,82,177,4
193574,0.17713260493425897,113,27,86,177,4
285765,0.17714188277166254,75,11,64,177,4
380306,0.17719134245048956,100,20,80,177,4
279102,0.17720627159486718,74,18,56,177,4
348358,0.17721259223967714,118,39,79,177,4
265148,0.17722350289995928,88,19,69,177,4
351418,0.17722848196328367,95,18,77,177,4
256615,0.17724222648804935,82,12,70,177,4
357296,0.1772469065740021,103,33,70,177,4
222713,0.17724935017301136,122,29,93,177,4
353290,0.17725639577861954,129,35,94,177,4
341578,0.17725771313804806,116,31,85,177,4
384669,0.1772585539513065,118,33,85,177,4
362757,0.17726144403730448,107,32,75,177,4
285458,0.17726663085382646,109,27,82,177,4
339377,0.17727136608504424,137,45,92,177,4
328531,0.17727653597239543,113,39,74,177,4
275825,0.1772866870243464,103,25,78,177,4
366574,0.17730820204744666,120,28,92,177,4
153545,0.1773193385540182,92,23,69,177,4
334927,0.1773199353913812,118,33,85,177,4
305116,0.17732573363854698,111,28,83,177,4
377373,0.17733642166703797,124,38,86,177,4
166477,0.17733835474701054,123,30,93,177,4
265038,0.1773556528088335,95,15,80,177,4
201441,0.17737044341385577,107,24,83,177,4
274862,0.17737239501827268,98,27,71,177,4
279657,0.1773975455876811,99,27,72,177,4
137933,0.17740203744307298,110,22,88,177,4
340060,0.17740925562140936,108,34,74,177,4
108345,0.17741669652588876,95,25,70,177,4
319368,0.1774264980120666,96,28,68,177,4
233813,0.17744201156615147,92,25,67,177,4
300851,0.1774570755592478,108,35,73,177,4
343056,0.17745770917479178,114,34,80,177,4
314075,0.17747681920624836,139,49,90,177,4
397263,0.1775031965582505,96,29,67,177,4
364876,0.17750760818429961,111,33,78,177,4
301271,0.1775353383499656,119,35,84,177,4
345968,0.17756162375312873,107,28,79,177,4
344984,0.17756408333642992,93,15,78,177,4
192270,0.17757016354502164,98,16,82,177,4
186501,0.17758252305215053,97,19,78,177,4
215633,0.17759028126841558,93,21,72,177,4
56772,0.17760265627789512,101,29,72,177,4
247546,0.17762760797945515,89,21,68,177,4
349171,0.17763327715879926,119,42,77,177,4
303912,0.17763941431220276,126,37,89,177,4
194057,0.1776559797053915,100,22,78,177,4
216862,0.1776616330658887,107,27,80,177,4
197174,0.17768199233750606,94,15,79,177,4
168274,0.17768917928565842,81,15,66,177,4
353990,0.1776899356597979,108,22,86,177,4
304379,0.17770058719594917,96,24,72,177,4
303797,0.17770825416266953,99,24,75,177,4
227544,0.1777175568208822,104,21,83,177,4
289144,0.17778067739698764,100,26,74,177,4
390010,0.17778218703312085,90,22,68,177,4
306088,0.1777928873354322,111,28,83,177,4
355821,0.17779354854960316,99,9,90,177,4
278229,0.17779474847789756,96,20,76,177,4
343883,0.17780091478584342,112,33,79,177,4
280969,0.1778081332662755,88,27,61,177,4
197599,0.17781649953511244,115,32,83,177,4
188022,0.17781923807909802,111,29,82,177,4
349349,0.17783247522935935,102,22,80,177,4
212406,0.1778578175765857,108,13,95,177,4
350733,0.1778747633291554,96,19,77,177,4
271825,0.1778845801019681,104,20,84,177,4
176430,0.17788594971732585,91,15,76,177,4
314286,0.17788839870385686,128,41,87,177,4
384864,0.17789568521901047,111,32,79,177,4
294234,0.17791232555375794,103,23,80,177,4
323943,0.17792152046110019,132,44,88,177,4
367173,0.1779243369162684,118,27,91,177,4
376596,0.17793045060290924,113,29,84,177,4
327144,0.1779348542132481,99,15,84,177,4
322773,0.17794020134292632,94,19,75,177,4
363928,0.1779423910653688,97,23,74,177,4
250196,0.17796000163429262,97,15,82,177,4
300857,0.17799605610344052,122,26,96,177,4
297974,0.1780187271879811,95,25,70,178,4
359328,0.178018833530704,111,26,85,178,4
274404,0.17802191791530309,137,43,94,178,4
254400,0.178025562111339,124,30,94,178,4
215757,0.1780325946217618,91,20,71,178,4
390269,0.17804217046189855,82,11,71,178,4
304423,0.17804721252813283,109,22,87,178,4
281134,0.1780524942109127,106,27,79,178,4
325645,0.17807244608012116,81,15,66,178,4
360791,0.1780787885841915,111,22,89,178,4
77850,0.1780932177060678,118,28,90,178,4
