EventID,Edep_MeV,FirstTime_ns
1212,1.2745502413851602,0.0
1214,1.274539170738035,0.0
1218,1.2745420386134856,0.0
1228,1.2745428398204084,0.0
1229,1.2745408418913609,0.0
1230,1.2745389878438909,0.0
1251,1.0540268460087203,0.0
1253,1.2745417088581674,0.0
1262,1.2745427249164483,0.0
1271,1.217601919603625,0.0
1277,1.2745298765802828,0.0
1285,1.0491150724663811,0.0
1289,1.2745468934052628,0.0
1306,1.0490814142060099,0.0
1311,1.0558893106958749,0.0
1313,1.2745498912989779,0.0
1318,1.2745434978607952,0.0
1320,1.2200487653156014,0.0
1324,1.2745033527930123,0.0
1326,1.2745331192452976,0.0
1331,1.0512582961347374,0.0
1333,1.274533978104888,0.0
1336,1.0425849627065062,0.0
1346,1.2745282585937465,0.0
1358,1.2745414916335156,0.0
1359,1.100564789348101,0.0
1360,1.2745377016037784,0.0
1367,1.0490921537355964,0.0
1370,1.0566865107867915,0.0
1378,1.0431516668011485,0.0
1380,1.274549428817669,0.0
1384,1.0864985021825337,0.0
1385,1.2745033555479661,0.0
1386,1.2745300720246202,0.0
1388,1.2745052767326024,0.0
1390,1.2745461577467232,0.0
1395,1.0516868915391493,0.0
1414,1.2745354370958757,0.0
1420,1.1055457563132998,0.0
1421,1.274537897487638,0.0
1428,1.274541933288701,0.0
1452,1.2745500739379703,0.0
1455,1.2745389356080101,0.0
1462,1.2744977252573872,0.0
1464,1.2745575510401328,0.0
1469,1.274502343002589,0.0
1472,1.0319638020219541,0.0
1488,1.2745288248593198,0.0
1489,1.042669044963232,0.0
1490,1.0583639453772045,0.0
1491,1.0613006190301733,0.0
1492,1.2744982194172245,0.0
1496,1.2745372647114652,0.0
1501,1.274523677762106,0.0
1508,1.2745408139914178,0.0
1512,1.274528789234689,0.0
1520,1.0070476959622738,0.0
1546,1.2745472599409715,0.0
1548,1.0169249509047944,0.0
1555,1.2745406977285112,0.0
1556,1.2745387270167743,0.0
1558,1.2745865572996327,0.0
1559,1.2745459610127114,0.0
1560,1.2181971660459068,0.0
1561,1.063962728186572,0.0
1576,1.2745276355918547,0.0
1586,1.2745499516634489,0.0
1587,1.2745241767076632,0.0
1588,1.016819062114855,0.0
1589,1.2745455717841156,0.0
1590,1.0742148312056015,0.0
1594,1.0104681587630164,0.0
1595,1.015818168903457,0.0
1603,1.2745474438855686,0.0
1605,1.2745473435974757,0.0
1610,1.274530665313663,0.0
1617,1.274546708364143,0.0
1620,1.150372529490182,0.0
1627,1.2745411658111032,0.0
1633,1.2207659737246221,0.0
1636,1.2745426561577213,0.0
1650,1.2745485957160307,0.0
1651,1.0074490715537905,0.0
1654,1.2745371815489759,0.0
1655,1.2745374249145602,0.0
1656,1.0914670877436834,0.0
1658,1.0484512927835368,0.0
1663,1.2745435916576844,0.0
1675,1.2129727102058703,0.0
1676,1.274536797350412,0.0
1683,1.274530928541826,0.0
1684,1.2745420712779996,0.0
1685,1.2745513341448431,0.0
1687,1.0453120778981166,0.0
1688,1.274543552039251,0.0
1712,1.2745176995689407,0.0
1715,1.2745404486024385,0.0
1731,1.2745315861321993,0.0
1734,1.274552538036745,0.0
1740,1.0072797458714826,0.0
1751,1.2745745582764638,0.0
1752,1.2745517133039208,0.0
1756,1.2745421041732876,0.0
1770,1.274531379937661,0.0
1771,1.274542630229042,0.0
1785,1.0052701116510867,0.0
1792,1.2745362592346383,0.0
1794,1.2745478366323124,0.0
1795,1.2745526668280458,0.0
1799,1.2745252993015252,0.0
1801,1.2745452755679527,0.0
1809,1.2745576548506143,0.0
1814,1.2744982539167273,0.0
1818,1.2745423089544878,0.0
1826,1.2745535518247078,0.0
1832,1.2745406127928418,0.0
1841,1.1734389265198113,0.0
1848,1.2745422361770375,0.0
1856,1.2745503453482718,0.0
1862,1.2203194288840586,0.0
1869,1.1637084601403893,0.0
1870,1.0391953172508275,0.0
1877,1.274522440761356,0.0
1883,1.2745035527484796,0.0
1884,1.2745249870641298,0.0
1887,1.0517507756116535,0.0
1888,1.2745505294904935,0.0
1908,1.274543199210624,0.0
1911,1.2745511175919118,0.0
1912,1.2745109507067678,0.0
1913,1.2203469718203759,0.0
1930,1.274508253471856,0.0
1932,1.274544685879812,0.0
1934,1.2745440824224892,0.0
1939,1.1879918764838164,0.0
1945,1.2745420026898315,0.0
1947,1.128784100029281,0.0
1951,1.2745497413960893,0.0
1958,1.012367515589202,0.0
1959,1.0293664749554996,0.0
1962,1.0537065976916333,0.0
1964,1.274550544559719,0.0
1968,1.2745447623480415,0.0
1970,1.2131043984871515,0.0
1974,1.033829206249409,0.0
1981,1.0901603549285952,0.0
1987,1.2744980371942638,0.0
1989,1.1753562120554821,0.0
1997,1.2744985229716148,0.0
1998,1.2745332287463957,0.0
1999,1.2744992039531962,0.0
2000,1.2745488541413321,0.0
2003,1.2745285299918885,0.0
2005,1.2203454861184195,0.0
2025,1.2745328793004893,0.0
2029,1.0514769051201007,0.0
2032,1.2131095088323063,0.0
2036,1.2745317030813474,0.0
2038,1.2745419786307843,0.0
2041,1.27452402371766,0.0
2045,1.2745416408493482,0.0
2050,1.274541939862741,0.0
2054,1.2745508485663677,0.0
2058,1.2745316033801823,0.0
2059,1.2745478176456508,0.0
2068,1.2745535230435885,0.0
2070,1.2745353369969774,0.0
2078,1.2745428869596553,0.0
2079,1.0220557985694985,0.0
2081,1.2745331221122491,0.0
2087,1.2745460201413072,0.0
2088,1.2745363188496546,0.0
2089,1.0225147921032933,0.0
2092,1.274514330678678,0.0
2093,1.0348321132860185,0.0
2094,1.2745340173776818,0.0
2099,1.2745349585942953,0.0
2115,1.0903493192974645,0.0
2125,1.2745363451219163,0.0
2134,1.0997067204630542,0.0
2135,1.0605235330214438,0.0
2138,1.0153652347169804,0.0
2147,1.2745273057024653,0.0
2151,1.2745283464076942,0.0
2157,1.2745427369290523,0.0
2163,1.000522164512075,0.0
2166,1.2745571549166836,0.0
2171,1.080126730277762,0.0
2178,1.2745136256427378,0.0
2186,1.2745514056326501,0.0
2207,1.2462974901818076,0.0
2208,1.274524137595994,0.0
2211,1.0637311428338037,0.0
2222,1.2745482444992005,0.0
2225,1.2745424508209806,0.0
2227,1.274548672157517,0.0
2234,1.2745397407361034,0.0
2260,1.0767549938195937,0.0
2263,1.2745194038020822,0.0
2279,1.2745469028826488,0.0
2292,1.2745333313362006,0.0
2298,1.27454374839512,0.0
2308,1.2745430952056975,0.0
2309,1.2745700218965885,0.0
2311,1.2745306731501842,0.0
2321,1.0533799687198826,0.0
2326,1.2745283764137798,0.0
2327,1.0146417651520783,0.0
2332,1.0470125214633559,0.0
2333,1.2745449179484951,0.0
2352,1.2745535115768936,0.0
2362,1.0352656927218902,0.0
2366,1.2745223140417021,0.0
2369,1.2178565908771628,0.0
2375,1.2745441593872515,0.0
2383,1.2745443718617082,0.0
2384,1.2745221549115768,0.0
2385,1.274547341103286,0.0
2388,1.0704353249289806,0.0
2398,1.2745437765575927,0.0
2399,1.0187117154247625,0.0
2412,1.2745384708339773,0.0
2415,1.2745006823154985,0.0
2416,1.2745531037211337,0.0
2429,1.1818067674714123,0.0
2434,1.2488116971076204,0.0
2443,1.2745173315335716,0.0
2446,1.2745430609113666,0.0
2447,1.2745240388000505,0.0
2452,1.274594847407637,0.0
2463,1.2745462692121552,0.0
2464,1.274547769570728,0.0
2474,1.2745371786094541,0.0
2477,1.27455181658628,0.0
2478,1.2745378011363337,0.0
2483,1.2745409528367528,0.0
2487,1.2745454368076898,0.0
2496,1.2745332669892098,0.0
2510,1.2745323264752884,0.0
2514,1.0262340256243332,0.0
2515,1.2745176439295907,0.0
2518,1.274515842511495,0.0
2521,1.2745369983582364,0.0
2524,1.2745467088066846,0.0
2527,1.274539467102353,0.0
2529,1.195114850022403,0.0
2546,1.0945260714030662,0.0
2549,1.274539655315139,0.0
2558,1.2745293716150887,0.0
2559,1.274513950188014,0.0
2561,1.274579192660816,0.0
2562,1.274531993718135,0.0
2569,1.2745378621493864,0.0
2570,1.2745495945148526,0.0
2578,1.274541642481833,0.0
2584,1.2745476255511914,0.0
2585,1.274551280102233,0.0
2590,1.2745430286108073,0.0
2592,1.2745298201708648,0.0
2593,1.2214759929895171,0.0
2605,1.2564563882538897,0.0
2616,1.2745453001662779,0.0
2622,1.2745445888888247,0.0
2625,1.2745357666251893,0.0
2627,1.274516352840236,0.0
2629,1.274538493516206,0.0
2636,1.0364562273347622,0.0
2646,1.106868287426618,0.0
2650,1.274545800565526,0.0
2652,1.2745468919489145,0.0
2661,1.0154016795810559,0.0
2663,1.2745439192907184,0.0
2685,1.2745092431353175,0.0
2697,1.2745629122060982,0.0
2704,1.2745523559981335,0.0
2709,1.2745337120467943,0.0
2712,1.0999384461091957,0.0
2718,1.106165254595096,0.0
2719,1.274579527005576,0.0
2735,1.2745361863228213,0.0
2739,1.2744981701488134,0.0
2742,1.274509484110641,0.0
2744,1.274533077488309,0.0
2745,1.2745439221933093,0.0
2748,1.2745477668615326,0.0
2764,1.0091175535078962,0.0
2767,1.0382466377857775,0.0
2769,1.27454713801232,0.0
2770,1.2745206067956865,0.0
2776,1.2745459762190303,0.0
2777,1.2745469183294444,0.0
2780,1.274575214274977,0.0
2788,1.2745443614802168,0.0
2791,1.274543151714091,0.0
2794,1.0128425947812425,0.0
2796,1.2745396836857656,0.0
2799,1.2745422879906445,0.0
2816,1.2745341409850806,0.0
2817,1.2745454187953689,0.0
2819,1.2745374836891277,0.0
2825,1.2745425450962617,0.0
2838,1.2745486305517877,0.0
2846,1.2745376289149648,0.0
2848,1.274544075086394,0.0
2854,1.0487590835388267,0.0
2860,1.2745244123396904,0.0
2862,1.2393115374844765,0.0
2873,1.2745524856744481,0.0
2875,1.274522215196096,0.0
2876,1.2745499013097412,0.0
2877,1.056401702807383,0.0
2879,1.2745430619036164,0.0
2894,1.0611953326321244,0.0
2895,1.274550404951522,0.0
2900,1.2745343333168504,0.0
2907,1.2745388304544092,0.0
2908,1.2203350726877134,0.0
2909,1.0167157706266763,0.0
2920,1.0304436784256532,0.0
2921,1.2745469041304829,0.0
2928,1.2745393972673675,0.0
2934,1.2745245415950996,0.0
2938,1.0013223688258828,0.0
2944,1.0320682587404897,0.0
2959,1.2745434631857915,0.0
2966,1.2745273454005956,0.0
2981,1.1372597057632803,0.0
2988,1.005153562449038,0.0
2996,1.274502940043554,0.0
3006,1.2745467708330143,0.0
3007,1.274540182885567,0.0
3013,1.2203424933921627,0.0
3016,1.2745325222814066,0.0
3018,1.2745342986433637,0.0
3028,1.2745163916220268,0.0
3031,1.2745380582871184,0.0
3032,1.2745770926640427,0.0
3034,1.274544506197401,0.0
3038,1.0309615870993771,0.0
3054,1.037393501381022,0.0
3058,1.2745264741983098,0.0
3075,1.2745359479098364,0.0
3076,1.2745419840183199,0.0
3078,1.0439670355011328,0.0
3094,1.274548845265287,0.0
3095,1.2745221111758254,0.0
3098,1.2745469002056748,0.0
3108,1.2745457750278968,0.0
3110,1.274533714819512,0.0
3112,1.2745360452159333,0.0
3113,1.274591105795062,0.0
3114,1.2745443959905065,0.0
3116,1.2745428264096232,0.0
3118,1.2745451040288078,0.0
3119,1.0565484648000996,0.0
3122,1.0394616887474308,0.0
3123,1.2745349870295883,0.0
3130,1.2745403805732567,0.0
3137,1.2745971444879258,0.0
3148,1.2745390947077877,0.0
3150,1.0394850914403881,0.0
3151,1.2745392187333628,0.0
3158,1.2745414192969602,0.0
3161,1.2745171741499066,0.0
3165,1.274538361600093,0.0
3170,1.2745458848524447,0.0
3183,1.2745140866170785,0.0
3184,1.0297862946449008,0.0
3192,1.2745325237410745,0.0
3194,1.274545290163112,0.0
3198,1.2745390634760116,0.0
3211,1.2745361893672515,0.0
3212,1.013190766144253,0.0
3218,1.232550141487011,0.0
3219,1.2745476574189725,0.0
3223,1.5123820981846934,0.0
3228,1.2745264989887115,0.0
3232,1.0875696981397256,0.0
3241,1.2745098935146502,0.0
3257,1.2745410251580371,0.0
3274,1.2745475712993568,0.0
3278,1.27455230714041,0.0
3285,1.2745446350943836,0.0
3295,1.0009713165162188,0.0
3304,1.2745405434965393,0.0
3305,1.274522174665065,0.0
3309,1.2745249890300379,0.0
3352,1.2745193970697017,0.0
3354,1.2745518550496573,0.0
3365,1.0756447862167742,0.0
3366,1.2745326031183613,0.0
3370,1.2745018036770281,0.0
3373,1.274537562703665,0.0
3377,1.2745686745485907,0.0
3379,1.0180570949188483,0.0
3385,1.2745387228821452,0.0
3394,1.2745852209834518,0.0
3403,1.2745307364629965,0.0
3405,1.128284930690255,0.0
3408,1.274548059181612,0.0
3424,1.274534746740746,0.0
3448,1.0447390714769544,0.0
3449,1.2745312425027127,0.0
3458,1.2745315162083006,0.0
3462,1.274541225704764,0.0
3464,1.051807808944865,0.0
3469,1.274548127504535,0.0
3471,1.0552737668748544,0.0
3472,1.2745318016651674,0.0
3473,1.5396284750377338,0.0
3474,1.2745372749447288,0.0
3475,1.2745647911404359,0.0
3477,1.2744979114450274,0.0
3480,1.2745424211743626,0.0
3483,1.2745418277132596,0.0
3484,1.2745010410487236,0.0
3495,1.274548804747413,0.0
3497,1.27459347114713,0.0
3498,1.2745365384496337,0.0
3501,1.2745413258490979,0.0
3504,1.274549797776547,0.0
3507,1.2745446365017377,0.0
3533,1.2745482966883541,0.0
3534,1.0601112232252543,0.0
3535,1.2745403808847182,0.0
3537,1.0106119139497813,0.0
3539,1.2745314933303373,0.0
3546,1.2745484118368624,0.0
3557,1.2745220412667808,0.0
3569,1.2745624114702672,0.0
3593,1.2745335438350676,0.0
3597,1.2744977753086086,0.0
3600,1.2745440588854786,0.0
3608,1.2745494426330246,0.0
3611,1.0026199766698636,0.0
3613,1.2745378547061126,0.0
3618,1.2745065233452144,0.0
3629,1.274531545202372,0.0
3631,1.274526474828509,0.0
3636,1.0319095699741214,0.0
3638,1.3740214968646052,0.0
3644,1.2744978944637393,0.0
3647,1.274558598677457,0.0
3659,1.2745240943824405,0.0
3660,1.2745451364433587,0.0
3662,1.0558175989799263,0.0
3663,1.2745388943548037,0.0
3665,1.2744985643432816,0.0
3683,1.2745378793630895,0.0
3685,1.274550087142495,0.0
3686,1.2745399791567125,0.0
3687,1.0470090075193192,0.0
3689,1.2745493921903692,0.0
3700,1.2745450570322916,0.0
3703,1.274539423490221,0.0
3708,1.2745155026329253,0.0
3724,1.2745455908246464,0.0
3741,1.2745389283285165,0.0
3747,1.2284875805725568,0.0
3756,1.2745851742454477,0.0
3762,1.0569168831576292,0.0
3766,1.06889571210272,0.0
3774,1.2745367033990558,0.0
3777,1.2745469507026213,0.0
3786,1.2745127923722026,0.0
3791,1.0495222435779028,0.0
3804,1.2745369154403094,0.0
3808,1.2745032396154958,0.0
3818,1.274538935553785,0.0
3825,1.0492493636894784,0.0
3826,1.2203154462419126,0.0
3837,1.0176290396505563,0.0
3842,1.2745437198157787,0.0
3851,1.2745388296819145,0.0
3855,1.2745479435117208,0.0
3860,1.274549855435338,0.0
3872,1.2745370082360523,0.0
3876,1.2745408188252771,0.0
3886,1.2745288541373732,0.0
3890,1.2745453395967061,0.0
3895,1.2745084977802217,0.0
3903,1.0548744768009324,0.0
3947,1.2745478615147625,0.0
3955,1.0384085433997963,0.0
3960,1.274566339206067,0.0
3962,1.2745457234504154,0.0
3973,1.2745279013659812,0.0
3974,1.0630455605235631,0.0
3981,1.220326076376078,0.0
3983,1.2745372938910497,0.0
3985,1.2745291633943958,0.0
3987,1.2745361356132807,0.0
3992,1.0138253572794624,0.0
3995,1.2745416325790628,0.0
4001,1.2745353033351134,0.0
4003,1.274595840537901,0.0
4009,1.2745499413275234,0.0
4015,1.2745447959233331,0.0
4026,1.2745409474617628,0.0
4028,1.1033330305520985,0.0
4032,1.2745368810629978,0.0
4035,1.2745291461845838,0.0
4044,1.2745447081817967,0.0
4049,1.274546855020239,0.0
4053,1.2745398129995844,0.0
4070,1.2745790599184368,0.0
4072,1.274533942055326,0.0
4074,1.2745452742029373,0.0
4078,1.2745329963824155,0.0
4092,1.274498106342924,0.0
4094,1.0474084543500137,0.0
4113,1.2745545202789368,0.0
4115,1.2745353874844232,0.0
4121,1.2745799019881603,0.0
4137,1.0225842793268725,0.0
4159,1.274523208860129,0.0
4160,1.0833057960809849,0.0
4169,1.2745402420770255,0.0
4170,1.2745253990347882,0.0
4178,1.2745408292366658,0.0
4179,1.274559902448657,0.0
4190,1.2745359864421297,0.0
4194,1.274538787064042,0.0
4198,1.2745348586241694,0.0
4202,1.274526802947162,0.0
4204,1.2745612102726238,0.0
4213,1.274517875331861,0.0
4220,1.2745235204945156,0.0
4223,1.27453856599854,0.0
4225,1.2745462031256884,0.0
4230,1.274551357658516,0.0
4239,1.2745019952413392,0.0
4244,1.0372020777256645,0.0
4248,1.2745189255232305,0.0
4252,1.2745417416981586,0.0
4253,1.0365989884892144,0.0
4262,1.274537592070982,0.0
4273,1.2745390589118346,0.0
4275,1.2745419824577595,0.0
4279,1.1856906741926008,0.0
4286,1.274525802489402,0.0
4314,1.2745283610690852,0.0
4323,1.27454383445977,0.0
4326,1.0507564764231039,0.0
4332,1.1855358330224592,0.0
4337,1.2745247647670574,0.0
4349,1.2744979498208528,0.0
4356,1.274543372620313,0.0
4372,1.2745907301767792,0.0
4373,1.2745397422045015,0.0
4392,1.2745449606686434,0.0
4396,1.2745333572526065,0.0
4401,1.2744981364415726,0.0
4419,1.0278672612838062,0.0
4421,1.0106242198072077,0.0
4425,1.2745223212550822,0.0
4426,1.2745409157259775,0.0
4427,1.2745384682547016,0.0
4431,1.2745457113237968,0.0
4433,1.2745412991749603,0.0
4435,1.519321563744772,0.0
4437,1.2745338552829981,0.0
4441,1.007674595497519,0.0
4442,1.1469814059595849,0.0
4444,1.2745396833440608,0.0
4446,1.274543064543306,0.0
4465,1.274519033180849,0.0
4466,1.2745546555515763,0.0
4477,1.2745341304435114,0.0
4481,1.2745210334347101,0.0
4484,1.274509405599944,0.0
4490,1.2745529146288013,0.0
4497,1.274540413557359,0.0
4502,1.2745445134416526,0.0
4506,1.2745370680526653,0.0
4515,1.2745410447392453,0.0
4518,1.0374572464572667,0.0
4520,1.2745402013438187,0.0
4526,1.1822567134508284,0.0
4528,1.144638714238159,0.0
4533,1.2745148651503395,0.0
4545,1.2745371319796988,0.0
4555,1.2745388932251767,0.0
4558,1.2745406302778575,0.0
4561,1.2745412098400832,0.0
4570,1.2745372781957727,0.0
4576,1.025304206947089,0.0
4580,1.0363727283873636,0.0
4581,1.274545339582687,0.0
4582,1.2199088931408544,0.0
4585,1.2745397085951014,0.0
4587,1.2745454297232517,0.0
4589,1.2745497422502536,0.0
4590,1.2745470426237286,0.0
4591,1.2745515356191752,0.0
4592,1.2745451800005212,0.0
4600,1.0486042788905228,0.0
4605,1.274535681099897,0.0
4608,1.2745296445226484,0.0
4621,1.2745290271901986,0.0
4631,1.2745333542196058,0.0
4633,1.2745421356456146,0.0
4636,1.274542423929184,0.0
4647,1.0341862208476984,0.0
4650,1.2745260560228684,0.0
4655,1.274546919673584,0.0
4658,1.2215021786721396,0.0
4662,1.011328441305673,0.0
4669,1.274541022423969,0.0
4672,1.2745270203407166,0.0
4677,1.0418248664186678,0.0
4678,1.274541567628959,0.0
4688,1.0120926954157,0.0
4691,1.0468271401931943,0.0
4695,1.2745287829377339,0.0
4699,1.274579190089766,0.0
4700,1.2745416149662827,0.0
4715,1.2745163312242866,0.0
4721,1.2465744320861816,0.0
4731,1.2745468098571127,0.0
4734,1.2745363415455324,0.0
4737,1.2745447123921714,0.0
4738,1.0135278229265456,0.0
4743,1.4150153654829167,0.0
4745,1.2745350398026354,0.0
4751,1.0117931006190783,0.0
4757,1.274579260739808,0.0
4760,1.2745435309901667,0.0
4771,1.2745748744657166,0.0
4772,1.2745456321279394,0.0
4773,1.2745439353392858,0.0
4779,1.2745120716351892,0.0
4787,1.001255385493273,0.0
4796,1.27452884454453,0.0
4797,1.2745373983193053,0.0
4801,1.0003933738502062,0.0
4822,1.0004112802858558,0.0
4827,1.2745416687251854,0.0
4839,1.2745234353217438,0.0
4840,1.2745392404150413,0.0
4842,1.01137175798355,0.0
4844,1.2744990206038722,0.0
4849,1.2745286576181307,0.0
4854,1.274532220173121,0.0
4855,1.2745638118790603,0.0
4856,1.14053336208515,0.0
4857,1.2744988244744062,0.0
4861,1.2745185152057403,0.0
4863,1.1627659271350705,0.0
4865,1.2745977768473358,0.0
4874,1.2745617337372295,0.0
4876,1.2745490966591457,0.0
4878,1.0587798445723269,0.0
4885,1.5102627245344855,0.0
4888,1.2745533643844325,0.0
4892,1.274514875820744,0.0
4893,1.0021964110686548,0.0
4902,1.2745468890223763,0.0
4906,1.274539718941728,0.0
4913,1.2745392385991203,0.0
4915,1.2745393119731336,0.0
4932,1.2745009891065273,0.0
4938,1.2745334986687467,0.0
4941,1.274546190134843,0.0
4945,1.2744987942699972,0.0
4952,1.2745416111286858,0.0
4955,1.2745361422394363,0.0
4958,1.274551591187064,0.0
4961,1.274539211620142,0.0
4974,1.0534483595168176,0.0
4977,1.2745077476819173,0.0
4978,1.2054908853225548,0.0
4979,1.2745283979226298,0.0
4980,1.27454402698661,0.0
4984,1.2745382389712556,0.0
4999,1.0497968565872433,0.0
5006,1.2745137605330303,0.0
5015,1.2745178384155718,0.0
