EventID,Edep_MeV,Energy_keV,#PE,#NoisePE,SignalPE
200560,0.0050933815583810065,500,8,5,3
200561,0.5376367142697773,500,297,81,216
200562,0.5380605941174714,500,340,88,252
200563,0.5376223406716242,500,353,92,261
200564,0.537808220756612,500,384,111,273
200565,0.0576943527847024,500,42,16,26
200567,0.5373055872557171,500,319,84,235
200568,0.5378281204399523,500,318,78,240
200569,0.5379064690629755,500,301,80,221
200570,0.5375637735280547,500,277,44,233
200573,0.08982291683652503,500,69,16,53
200574,0.031690817222920206,500,23,3,20
200575,0.5381665938316061,500,319,85,234
200579,0.5375553699616751,500,338,95,243
200580,0.5377154344987495,500,292,62,230
200581,0.5374415878872957,500,315,67,248
200582,0.5379267038678411,500,356,105,251
200587,0.5387820085276822,500,324,90,234
200588,0.5381143369714011,500,300,65,235
200590,0.5380224137487806,500,307,79,228
200593,0.5380800352533794,500,329,74,255
200595,0.5377125738962851,500,311,87,224
200596,0.12656985782089278,500,68,16,52
200597,0.5377762450659533,500,290,62,228
200598,0.5378454597615646,500,320,74,246
200600,0.5379369833163598,500,300,68,232
200601,0.15594210246085194,500,83,25,58
200604,0.19134898512987603,500,104,24,80
200605,0.5382599369844753,500,329,92,237
200607,0.5386000378670496,500,291,70,221
200608,0.04291941287740359,500,31,10,21
200609,0.035593158534581344,500,27,11,16
200612,0.5159227985801224,500,296,75,221
200614,0.034767473318206,500,21,5,16
200615,0.5381686597881906,500,326,75,251
200616,0.5377567197385988,500,287,55,232
200618,0.5381233328537394,500,292,69,223
200619,0.538694655835334,500,281,55,226
200623,0.20941918733333942,500,144,38,106
200625,0.16883496121745478,500,104,24,80
200626,0.5383870331452204,500,344,93,251
200627,0.5381430760376393,500,317,69,248
200628,0.08347423390987872,500,40,7,33
200629,0.5378485011641991,500,348,93,255
201051,0.537691381542288,500,292,63,229
201052,0.18231107060061771,500,99,25,74
201053,0.2553313270568982,500,163,45,118
201056,0.11880265226728529,500,75,30,45
201057,0.5383200638144092,500,311,75,236
201060,0.5380835037468754,500,355,103,252
201062,0.5374411458107726,500,311,86,225
201063,0.5378512452820733,500,311,80,231
201064,0.5380449517163545,500,275,68,207
201067,0.5379854965699956,500,288,59,229
201068,0.538102008057155,500,337,92,245
201069,0.5380888696592587,500,344,95,249
201072,0.24686063669674838,500,151,40,111
201073,0.5383656805830326,500,313,67,246
201075,0.08995306506193716,500,49,6,43
201076,0.537726565150925,500,311,77,234
201078,0.003415784737707743,500,2,1,1
201081,0.5383490540348053,500,315,72,243
201082,0.3506981475860204,500,210,46,164
201084,0.5383385208027008,500,314,64,250
201085,0.53834339850569,500,362,93,269
201087,0.038852076731536817,500,25,14,11
201090,0.5382872793788085,500,325,80,245
201092,0.031062610212442065,500,22,7,15
201093,0.5377624608287491,500,327,76,251
201094,0.5382435688954585,500,324,67,257
201096,0.5374715796024389,500,294,77,217
201097,0.5380932285382819,500,323,82,241
201099,0.5382519474071933,500,359,110,249
201100,0.5377513518730737,500,353,88,265
201101,0.5378851699574226,500,334,73,261
201102,0.26467137792879974,500,154,34,120
201103,0.5383286979745118,500,287,76,211
201104,0.5383047424020073,500,344,98,246
201105,0.07364620099842385,500,36,8,28
201106,0.5381806850147967,500,322,87,235
201107,0.5383220166252979,500,336,74,262
201110,0.537917857313635,500,282,59,223
201111,0.5378097065321245,500,309,72,237
201113,0.20284098408059553,500,132,40,92
201114,0.5383116408412083,500,312,67,245
201116,0.12340785417243567,500,67,14,53
201117,0.18528073486437824,500,111,25,86
201750,0.5385992322507304,500,313,92,221
201751,0.36890325003182034,500,230,64,166
201753,0.5378634484010626,500,299,58,241
201754,0.5375967501171722,500,314,83,231
201756,0.5378577068598093,500,333,90,243
201758,0.18954605446814746,500,103,23,80
201760,0.5379788590975435,500,291,79,212
201761,0.5376382406548912,500,313,83,230
201765,0.5380853884511244,500,334,88,246
201766,0.5379695769824877,500,319,95,224
201767,0.5384039995666285,500,300,60,240
201768,0.0775293967023711,500,53,16,37
201769,0.196477377649508,500,93,25,68
201773,0.5379025816572399,500,321,75,246
201775,0.23397069423300718,500,140,43,97
201780,0.5378269067795545,500,262,59,203
201783,0.5375749380333451,500,327,90,237
201785,0.5381657062046301,500,311,72,239
201786,0.5381902730597616,500,336,92,244
201787,0.5379388236962018,500,307,74,233
201788,0.5380678314034406,500,326,79,247
201789,0.1535704084028008,500,73,23,50
201790,0.5377422419638822,500,328,90,238
201791,0.5383784609700196,500,285,72,213
201792,0.5387216268144016,500,316,81,235
201794,0.33501461300471097,500,230,75,155
201795,0.09468299328887478,500,58,17,41
201797,0.5376051263492447,500,335,86,249
201799,0.537641503950461,500,315,86,229
201800,0.538336627037982,500,377,99,278
201804,0.32772910080179024,500,198,46,152
201806,0.5376503833219313,500,314,77,237
201808,0.1950357889047991,500,97,17,80
201810,0.5381683372339989,500,311,76,235
201811,0.5386409152192013,500,321,82,239
201812,0.02803590430706087,500,28,15,13
201813,0.537766232990083,500,296,69,227
201815,0.5378373656692316,500,309,77,232
201817,0.3190808860653682,500,208,57,151
201818,0.5379857980153959,500,335,75,260
201819,0.5380136845512612,500,290,64,226
202310,0.5381725351983998,500,337,102,235
202315,0.16346741816007607,500,79,11,68
202316,0.030558627431505007,500,21,9,12
202319,0.12011609004561642,500,62,16,46
202322,0.21087016078395668,500,146,45,101
202328,0.5381284884209812,500,326,101,225
202329,0.20701224666196244,500,129,29,100
202334,0.3557305492799693,500,235,55,180
202336,0.015768071405875873,500,3,0,3
202338,0.5384220910048259,500,275,63,212
202340,0.5381962979906547,500,293,64,229
202341,0.537844761107559,500,287,69,218
202342,0.5377265015792108,500,317,69,248
202343,0.5382876336502849,500,290,60,230
202345,0.01608946884135288,500,9,1,8
202347,0.5385948390254865,500,304,71,233
202348,0.538213615428387,500,300,66,234
202349,0.5377684592203793,500,325,91,234
202350,0.5387160587192532,500,307,63,244
202352,0.16699002887310208,500,95,25,70
202353,0.09851888859554715,500,49,9,40
202354,0.38447878320177675,500,191,45,146
202355,0.537744754008468,500,353,94,259
202356,0.10844904552082194,500,76,21,55
202357,0.5381224288484743,500,286,60,226
202358,0.11893614063120647,500,94,22,72
202360,0.53841589702044,500,314,77,237
202362,0.5380559458760761,500,323,77,246
202365,0.5377463498942141,500,357,99,258
202366,0.5380493343102549,500,310,73,237
202367,0.5379096784801434,500,332,70,262
202368,0.5380270706632153,500,331,74,257
202369,0.50982064508897,500,325,74,251
202370,0.5380892730931327,500,329,84,245
202371,0.5378305255519318,500,284,69,215
202372,0.049821729832394704,500,30,9,21
202373,0.033384409365562424,500,9,2,7
202374,0.5383590863924238,500,319,83,236
202375,0.5378918156849561,500,335,95,240
202376,0.5379654769075906,500,321,88,233
202378,0.5384980761417874,500,360,89,271
203011,0.53763587224406,500,305,64,241
203012,0.5378553360271495,500,350,85,265
203013,0.53816180326491,500,302,71,231
203015,0.5383638118764429,500,320,71,249
203016,0.24976300607267224,500,140,38,102
203018,0.015220721514701269,500,12,5,7
203019,0.5377637797409883,500,337,88,249
203023,0.0828646612365986,500,55,15,40
203025,0.5382824767043775,500,283,74,209
203027,0.10556132970295455,500,60,14,46
203028,0.5375354046921103,500,297,74,223
203029,0.5378159302000659,500,286,53,233
203031,0.5382159133215747,500,325,72,253
203033,0.12217254080153728,500,61,18,43
203036,0.2128137712357105,500,162,50,112
203039,0.5382020149689182,500,331,72,259
203040,0.059323174196900835,500,39,15,24
203041,0.5381890373043393,500,300,65,235
203044,0.5377663524213931,500,325,71,254
203046,0.12635181970425183,500,72,12,60
203047,0.5379443237421031,500,349,102,247
203048,0.538019481135049,500,323,86,237
203050,0.5382185510512117,500,347,90,257
203051,0.5387343876886542,500,299,76,223
203055,0.538108542955809,500,288,77,211
203056,0.5388068381952509,500,318,78,240
203057,0.5378946022673674,500,305,89,216
203059,0.5383172133409527,500,324,83,241
203060,0.07670509472170538,500,42,5,37
203061,0.5375754351836722,500,306,72,234
203063,0.5378914325828705,500,301,79,222
203065,0.19961467238053887,500,126,42,84
203066,0.22100994074142558,500,138,45,93
203068,0.302964950944551,500,159,32,127
203069,0.5380082862038376,500,327,68,259
203070,0.4792841730515791,500,269,68,201
203071,0.5376101668421649,500,319,87,232
203072,0.1573214903400117,500,107,28,79
203076,0.12878885070661183,500,64,17,47
203077,0.08578087349801072,500,58,16,42
203078,0.53791413396152,500,303,58,245
203079,0.5382129041690771,500,280,59,221
203710,0.15749653025012225,500,85,20,65
203711,0.5379785815723418,500,310,83,227
203714,0.045697588966644866,500,28,6,22
203717,0.5375011111178168,500,327,70,257
203718,0.5388152937400867,500,328,87,241
203719,0.5375410570740413,500,283,65,218
203720,0.5370631551942474,500,327,79,248
203721,0.046865443395753666,500,25,5,20
203722,0.5379535505109715,500,316,83,233
203724,0.15438127650068692,500,123,39,84
203726,0.04880339785345102,500,29,5,24
203729,0.5380353245923278,500,283,69,214
203731,0.5292258171375714,500,294,65,229
203732,0.5380848306242624,500,297,79,218
203734,0.5383318806830083,500,310,92,218
203735,0.5379272307883791,500,317,76,241
203737,0.1602595129968331,500,107,26,81
203738,0.5380307914181125,500,304,71,233
203740,0.5378341437104844,500,296,58,238
203741,0.014620002814673709,500,3,1,2
203742,0.06768515087141609,500,53,17,36
203743,0.5382310046002691,500,330,87,243
203744,0.5379479584108697,500,291,67,224
203745,0.537915508731597,500,304,81,223
203751,0.2618408330187704,500,147,33,114
203752,0.5383480707851301,500,323,78,245
203755,0.5380429585323606,500,302,77,225
203757,0.538081492351873,500,301,80,221
203758,0.22541062312359286,500,132,31,101
203760,0.003576526937740753,500,2,0,2
203764,0.15751300563867202,500,90,27,63
203766,0.5377858624554067,500,313,75,238
203769,0.16878869081376352,500,110,32,78
203771,0.187918586562966,500,102,21,81
203772,0.5380008515695895,500,304,64,240
203775,0.5376186566839868,500,320,82,238
203776,0.21984721871918392,500,131,26,105
203778,0.5378494229187507,500,329,88,241
203779,0.2913247934840728,500,177,40,137
204132,0.1936989124441711,500,163,59,104
204134,0.5381875577688114,500,336,84,252
204135,0.33162456766352416,500,238,73,165
204137,0.5386651797602002,500,331,91,240
204138,0.13170677003439105,500,64,16,48
204139,0.5380201124877764,500,290,67,223
204143,0.049856919878945805,500,22,5,17
204144,0.09324371592389753,500,64,19,45
204146,0.537954321811869,500,340,86,254
204147,0.5377330050901219,500,327,82,245
204149,0.5379065123140749,500,320,89,231
204152,0.5382085214268905,500,281,79,202
204153,0.23843450358011142,500,157,48,109
204156,0.5376785093659368,500,322,72,250
204157,0.5376532706903134,500,301,69,232
204158,0.5381956765452809,500,349,93,256
204161,0.13266220758782207,500,91,27,64
204164,0.5379076685596248,500,266,64,202
204166,0.5372282395766187,500,293,61,232
204167,0.17603155526762712,500,93,17,76
204168,0.5389785976658111,500,332,73,259
204170,0.5379366129897456,500,314,79,235
204171,0.5382723163133176,500,331,85,246
204172,0.5379412826964659,500,309,92,217
204176,0.5382421132282733,500,292,70,222
204177,0.5380355246316806,500,306,84,222
204179,0.537726597356271,500,331,90,241
204180,0.537782266909672,500,310,63,247
204181,0.25929258070074246,500,165,37,128
204183,0.5381264678092126,500,306,68,238
204186,0.5382273664645418,500,298,56,242
204188,0.5370804565826233,500,346,99,247
204189,0.5376520591627713,500,307,74,233
204190,0.13605734708158335,500,99,25,74
204191,0.02938800520455989,500,17,3,14
204192,0.16195986853465755,500,84,14,70
204193,0.25180040690972577,500,159,42,117
204194,0.5381439103485179,500,334,87,247
204195,0.5380410015311509,500,313,72,241
204196,0.5380868012246105,500,316,65,251
204760,0.5379331783644039,500,300,73,227
204762,0.5380665588360267,500,296,66,230
204763,0.5382525155285729,500,342,87,255
204764,0.5379955762918224,500,290,72,218
204765,0.5385396714369527,500,360,106,254
204769,0.5374519829015406,500,333,79,254
204772,0.5377371550729207,500,338,94,244
204773,0.5380366521016327,500,268,55,213
204774,0.072701442435579,500,34,4,30
204775,0.5379551400791993,500,328,82,246
204776,0.5380135341945627,500,331,83,248
204777,0.5385814700616708,500,301,71,230
204781,0.5379690356685298,500,281,68,213
204785,0.5375899451937728,500,365,96,269
204786,0.5374987833189251,500,308,75,233
204787,0.5385241862985599,500,332,92,240
204789,0.5376333610817668,500,312,69,243
204792,0.5381312497154374,500,289,66,223
204793,0.12716403816687785,500,68,15,53
204794,0.19566278740623025,500,99,20,79
204795,0.5378646223473338,500,301,73,228
204799,0.02628210641944322,500,14,5,9
204800,0.06608462422247177,500,42,9,33
204806,0.5381717404340495,500,305,84,221
204807,0.5383259016799123,500,310,70,240
204808,0.5374597076858809,500,295,59,236
204810,0.5380805978732568,500,331,80,251
204812,0.538113367407871,500,340,85,255
204813,0.537940880010291,500,321,66,255
204814,0.5380787461295328,500,318,75,243
204815,0.537303298410233,500,315,74,241
204816,0.5378527501877762,500,320,76,244
204817,0.13820946215525198,500,91,25,66
204819,0.5376596371308688,500,322,81,241
204821,0.04262238781418458,500,19,6,13
204822,0.5379305439127258,500,297,63,234
204823,0.5378505226658339,500,340,83,257
204827,0.5376968143097399,500,309,79,230
204828,0.5380195211369015,500,344,80,264
204829,0.5382401600885045,500,327,74,253
205460,0.5375809968780555,500,329,84,245
205463,0.5386956748797692,500,292,51,241
205464,0.03637363735837496,500,21,6,15
205466,0.5381542896140618,500,336,100,236
205468,0.5384653853122824,500,310,85,225
205469,0.5380964358254059,500,338,84,254
205470,0.5381377079180297,500,359,82,277
205471,0.23327294224618011,500,155,40,115
205475,0.538774313485715,500,275,55,220
205476,0.5375367018405345,500,340,77,263
205477,0.53802227420943,500,305,77,228
205478,0.2535462175387467,500,172,49,123
205480,0.5381389598126072,500,349,86,263
205481,0.5373990267746682,500,338,83,255
205483,0.12401564663464457,500,83,24,59
205484,0.5377196271816813,500,296,59,237
205485,0.5381378550840816,500,310,68,242
205488,0.5375462267263857,500,312,73,239
205490,0.5377879625654308,500,277,57,220
205492,0.5381806214494064,500,297,74,223
205493,0.019177185454152035,500,15,5,10
205494,0.19529857753225893,500,125,30,95
205495,0.5379584435338801,500,328,71,257
205497,0.5376872624612787,500,369,100,269
205498,0.5384636378245131,500,305,71,234
205499,0.5378611391285293,500,328,89,239
205500,0.11297807383081215,500,66,25,41
205501,0.5382847884274508,500,287,67,220
205503,0.5378201239660988,500,315,79,236
205505,0.03203751153047226,500,22,8,14
205510,0.5379429508375219,500,308,61,247
205512,0.1669154701620997,500,95,28,67
205514,0.5377477738557906,500,309,79,230
205516,0.5378240609469112,500,325,87,238
205522,0.04810460615712214,500,36,9,27
205525,0.26639561042305626,500,163,37,126
205527,0.5378614504518651,500,321,91,230
206160,0.537847126992399,500,309,80,229
206161,0.5377769424624967,500,287,69,218
206163,0.538443776791348,500,340,89,251
206164,0.2514910333051335,500,127,42,85
206165,0.5380627007179918,500,307,65,242
206166,0.5375776150385032,500,314,65,249
206168,0.5382257468840937,500,321,81,240
206171,0.20845562008351928,500,143,44,99
206172,0.5384470298189061,500,311,59,252
206173,0.5376329296766967,500,307,86,221
206174,0.538286185659954,500,318,74,244
206178,0.5384020841947518,500,314,71,243
206179,0.5379354887130502,500,284,67,217
206180,0.05793492767512896,500,24,3,21
206182,0.5379500031895468,500,312,75,237
206185,0.5379267626626746,500,363,90,273
206186,0.28508325192699235,500,161,35,126
206187,0.12532635485932206,500,87,24,63
206188,0.08580392031175646,500,45,8,37
206189,0.5374717848313303,500,279,56,223
206191,0.09485337242731465,500,41,7,34
206192,0.2717512654120369,500,152,31,121
206193,0.04500414752965946,500,11,0,11
206194,0.5379428854856724,500,292,76,216
206195,0.538158618316626,500,286,69,217
206197,0.5379345966269292,500,315,72,243
206200,0.5378035814118967,500,283,77,206
206201,0.19832339780055744,500,123,28,95
206202,0.5381210886096753,500,317,87,230
206204,0.5378435360822051,500,338,92,246
206206,0.5375339159520919,500,279,64,215
206207,0.5379351060119237,500,272,59,213
206208,0.02307359917014574,500,13,3,10
206209,0.17368244332377292,500,98,29,69
206212,0.5383129163367639,500,289,68,221
206213,0.5382961237425995,500,323,83,240
206214,0.5381416171910081,500,347,91,256
206215,0.3012887933837904,500,181,47,134
206216,0.5377267312807934,500,294,61,233
206217,0.5373297348372399,500,303,74,229
206218,0.5381705413861487,500,346,102,244
206219,0.5384588470774316,500,333,95,238
206221,0.5380590744428975,500,338,111,227
206224,0.5377793514089849,500,324,83,241
206225,0.5382117954522978,500,338,82,256
206226,0.020084105777199112,500,16,6,10
206227,0.5375016730464376,500,336,68,268
206228,0.5380889061004567,500,325,76,249
206860,0.5379166273256055,500,310,77,233
206861,0.5383438406447729,500,330,91,239
206863,0.0536766563474458,500,28,6,22
206865,0.017052086845397052,500,13,5,8
206866,0.3426653208087226,500,192,39,153
206867,0.028081714905011032,500,15,6,9
206868,0.5377862867068975,500,284,72,212
206869,0.5378155025411204,500,308,69,239
206870,0.029548089458788708,500,25,9,16
206872,0.5379873345236247,500,280,62,218
206874,0.06820222709143056,500,46,10,36
206876,0.538117032428294,500,314,72,242
206880,0.5385554800684874,500,349,91,258
206881,0.5380941771717426,500,281,75,206
206882,0.04228663612719396,500,20,3,17
206884,0.5379817647644001,500,298,56,242
206886,0.5378418857566256,500,296,62,234
206888,0.2879666563361501,500,195,58,137
206890,0.5376832683455822,500,324,68,256
206892,0.026765624968449545,500,14,0,14
206895,0.5387818580900079,500,359,90,269
206897,0.5377811256187827,500,241,46,195
206898,0.5381188159900153,500,317,69,248
206899,0.021361384669831975,500,10,0,10
206900,0.5379511979300255,500,285,57,228
206902,0.5383187187316593,500,266,54,212
206903,0.53824589445286,500,348,95,253
206904,0.09370148663248554,500,72,16,56
206906,0.5381910087384869,500,312,68,244
206908,0.5375684599470487,500,311,81,230
206910,0.5377871135445497,500,330,82,248
206911,0.015765998065857666,500,11,4,7
206912,0.02282960028732349,500,18,10,8
206913,0.5382380475062809,500,265,60,205
206914,0.01617216714399318,500,15,8,7
206916,0.5379470558917742,500,321,69,252
206918,0.5379168076435158,500,365,111,254
206920,0.538293742344011,500,300,74,226
206921,0.5379822188030692,500,312,91,221
206923,0.0449466304937637,500,21,3,18
206924,0.5377723191871326,500,330,92,238
206925,0.5381705946940138,500,329,82,247
206929,0.2499724039791256,500,164,43,121
207420,0.5380791111618103,500,294,76,218
207421,0.5377835084928917,500,304,72,232
207422,0.5380839366545555,500,353,93,260
207425,0.5387371423030158,500,299,85,214
207426,0.5385093082902999,500,317,85,232
207427,0.0007302262349021503,500,1,0,1
207429,0.5381528590172342,500,314,68,246
207431,0.5375159312228618,500,331,86,245
207434,0.5383456014777962,500,300,70,230
207435,0.26259415966961797,500,163,46,117
207437,0.5373826150212524,500,319,80,239
207438,0.1006350022218765,500,51,8,43
207440,0.5382325986602501,500,344,92,252
207442,0.5383618122487699,500,314,87,227
207443,0.1554623014151591,500,116,24,92
207444,0.5380881358387997,500,298,81,217
207445,0.5380436187158049,500,315,85,230
207446,0.5387615417155557,500,283,57,226
207449,0.3362378059657186,500,179,48,131
207450,0.5378782802982099,500,323,75,248
207451,0.09968912721844449,500,58,13,45
207453,0.4814948647224291,500,287,78,209
207454,0.537813511431613,500,308,64,244
207455,0.5388209683964382,500,312,74,238
207456,0.5383383054163933,500,290,65,225
207458,0.07914643443608235,500,42,10,32
207460,0.1697947341668557,500,91,17,74
207461,0.5383472687917565,500,340,73,267
207462,0.5380251490486081,500,311,76,235
207464,0.5380212055034849,500,336,68,268
207467,0.5377839669490538,500,354,95,259
207470,0.537862329818385,500,327,72,255
207471,0.5382921791925932,500,310,77,233
207472,0.5382451162794131,500,300,74,226
207474,0.5384539986503216,500,297,78,219
207476,0.5378177518950775,500,318,81,237
207477,0.5384173734188074,500,298,74,224
207478,0.1999648029377886,500,138,43,95
207482,0.22907707972932276,500,122,20,102
207486,0.5380231498076838,500,326,87,239
207487,0.5375900578180753,500,335,100,235
207488,0.5376642625287527,500,342,94,248
208121,0.5377363975500721,500,317,83,234
208123,0.08765366836643458,500,52,17,35
208124,0.5379388040683017,500,284,68,216
208125,0.537556848418915,500,283,62,221
208126,0.18746027409143173,500,85,19,66
208127,0.22579027755627062,500,127,26,101
208128,0.5380412015997179,500,297,57,240
208130,0.16008373590287517,500,96,19,77
208131,0.5381399587995708,500,271,49,222
208133,0.5379666597961239,500,297,67,230
208134,0.5384457221962777,500,290,66,224
208137,0.5382275949558818,500,309,81,228
208138,0.12450477447826738,500,80,16,64
208139,0.5383862119714817,500,325,78,247
208144,0.24133469472410216,500,134,35,99
208147,0.538124683013145,500,354,97,257
208148,0.5377823955781021,500,329,82,247
208151,0.5375508501948052,500,336,86,250
208152,0.03012013448208191,500,14,0,14
208153,0.5379136261741598,500,311,68,243
208155,0.5381192936968443,500,270,74,196
208156,0.11551756012254427,500,71,21,50
208157,0.5379959714203624,500,316,71,245
208159,0.5379412914402443,500,344,85,259
208161,0.10875989089074053,500,54,10,44
208162,0.5381877824592736,500,344,97,247
208163,0.011259036135487717,500,10,2,8
208165,0.16967075041269006,500,125,37,88
208166,0.5382570410178016,500,281,60,221
208167,0.5383721289282036,500,345,90,255
208168,0.5381324542798117,500,325,78,247
208169,0.251649407206724,500,152,37,115
208170,0.2171470976657449,500,140,33,107
208171,0.33301295197405983,500,216,52,164
208172,0.5383045309766535,500,298,69,229
208173,0.5375913892561299,500,301,72,229
208174,0.5378517251755632,500,313,82,231
208175,0.13546263007429976,500,89,21,68
208176,0.538159664605553,500,328,77,251
208178,0.5379629943428051,500,329,76,253
208181,0.5376341200890182,500,331,88,243
208183,0.3497865456931431,500,201,45,156
208185,0.53838996488091,500,277,56,221
208187,0.3343676695361647,500,206,48,158
208188,0.5379869013900622,500,339,83,256
208189,0.5383597483092687,500,379,105,274
208961,0.5379412904534363,500,335,86,249
208963,0.35524034631316304,500,223,62,161
208964,0.15003737311518217,500,102,28,74
208966,0.5380340241225823,500,328,78,250
208967,0.178547116455101,500,95,24,71
208968,0.5388063511991018,500,310,71,239
208969,0.2560777115102941,500,164,48,116
208973,0.5381760708696551,500,318,86,232
208974,0.5382461952770016,500,335,93,242
208975,0.5380523326356711,500,331,87,244
208977,0.5382524226393646,500,360,91,269
208978,0.4807693461963191,500,272,67,205
208979,0.08771143809425255,500,47,13,34
208982,0.08210103575004571,500,49,13,36
208984,0.537687471230231,500,279,67,212
208986,0.5383300490404341,500,303,84,219
208989,0.5380656115336875,500,307,69,238
208990,0.5383957958267811,500,247,60,187
208991,0.5384409632272193,500,321,83,238
208992,0.5380954254059981,500,351,101,250
208996,0.5382314033289046,500,313,71,242
208997,0.5384705120572444,500,324,70,254
208999,0.5382867567088976,500,287,59,228
209000,0.058498615864599625,500,36,9,27
209002,0.19467981041271934,500,110,27,83
209006,0.5379386257842226,500,286,59,227
209007,0.1477787820534456,500,72,15,57
209009,0.5378708655629206,500,289,74,215
209010,0.4793823106264061,500,285,60,225
209012,0.5382173067160114,500,272,59,213
209013,0.5380728776024926,500,344,98,246
209014,0.14515416502440578,500,90,15,75
209015,0.5381853884035918,500,307,68,239
209016,0.22575259855521082,500,131,34,97
209017,0.5378464262487529,500,318,73,245
209018,0.5377666529955036,500,336,99,237
209019,0.537912669680317,500,316,90,226
209020,0.5381528229911824,500,308,62,246
209021,0.537997467438522,500,280,53,227
209022,0.11924485030171923,500,93,32,61
209026,0.537717825858346,500,348,99,249
209027,0.5383324538588321,500,317,90,227
209028,0.5384011155320304,500,310,79,231
209029,0.05068326471110827,500,35,8,27
209733,0.5374353876024978,500,286,62,224
209738,0.5372956609831978,500,299,67,232
209741,0.5376559707161889,500,340,88,252
209742,0.5380388357521819,500,282,55,227
209744,0.3155030128756802,500,185,41,144
209745,0.16056854074608287,500,114,38,76
209747,0.01892907320255953,500,15,5,10
209748,0.04653853766219067,500,23,6,17
209749,0.13496904356743844,500,79,20,59
209751,0.23819245769378297,500,166,48,118
209752,0.5378733082194848,500,316,77,239
209754,0.16871234460372692,500,122,34,88
209755,0.12018488780016798,500,57,18,39
209756,0.08537828643231996,500,44,19,25
209757,0.5379702072052501,500,335,81,254
