Edep_bin_keV,PE_count,PE_mean,PE_std,SignalPE_count,SignalPE_mean,SignalPE_std,PE_resolution,SignalPE_resolution
343.0,145,200.2344827586207,20.820333875372718,145,151.61379310344827,13.175200929785838,0.10397976206960957,0.08689975140188076
345.0,140,205.74285714285713,20.069795993045535,140,154.34285714285716,13.231623025657665,0.09754795997175306,0.0857287682151089
347.0,135,205.54814814814816,18.94285141364364,135,154.8740740740741,11.487455604402951,0.09215773328198823,0.0741728767263439
349.0,145,207.30344827586208,20.53057480724075,145,156.19310344827585,13.274503836576326,0.099036340099468,0.08498777182548425
351.0,148,208.17567567567568,19.675848041164475,148,157.08783783783784,13.076399811413928,0.09451559591341585,0.08324259848119323
353.0,161,208.22981366459626,19.394989187675826,161,157.3664596273292,13.343860686189075,0.09314222995423738,0.08479482043244557
355.0,138,207.92753623188406,19.354411662973522,138,157.08695652173913,13.447100065020702,0.09308248447376964,0.08560290658607145
357.0,107,212.33644859813083,17.124375171211604,107,160.07476635514018,11.326793193515485,0.0806473654630124,0.0707593923228723
359.0,95,209.89473684210526,17.669226574730438,95,157.9578947368421,12.07063941745625,0.08418137034099256,0.07641681625072264
361.0,115,212.4608695652174,20.038247181687737,115,160.5391304347826,13.01637764343528,0.09431500126444112,0.08107915875826331
363.0,137,213.62773722627736,17.28609067636805,137,161.14598540145985,10.992337000614535,0.08091688326997722,0.0682135330472524
365.0,194,213.05154639175257,18.86761687410997,194,161.4020618556701,12.623409287825831,0.08855892948749962,0.07821095432544109
367.0,88,213.60227272727272,16.499766471859967,88,162.27272727272728,11.514835281364158,0.0772452758165493,0.07095976924089957
369.0,104,216.96153846153845,19.03901108884663,104,162.68269230769232,13.622699804468223,0.08775293180464677,0.0837378556454102
371.0,193,219.24352331606218,19.45796141741444,193,166.05699481865284,12.679620512401572,0.08875045028976195,0.07635703949868962
373.0,361,220.5290858725762,19.902117740354644,361,165.76731301939057,13.31127908262898,0.09024713298750206,0.0803009884166482
375.0,77,219.64935064935065,16.364890397759783,77,165.19480519480518,10.229007979167259,0.07450461542171721,0.06192088163489615
377.0,111,224.11711711711712,19.634727462394842,111,168.27927927927928,12.605317183396103,0.0876092273315041,0.07490712604298772
379.0,97,223.51546391752578,19.57097840876354,97,169.09278350515464,12.152745295325595,0.08755984067386482,0.07187027762751998
381.0,77,224.8961038961039,17.11077254983601,77,169.7792207792208,11.213975510640578,0.07608301012515867,0.06605034149157228
383.0,86,226.22093023255815,20.614330345540576,86,170.25581395348837,13.311813458916088,0.09112477048144382,0.0781871300004633
385.0,109,227.26605504587155,20.228620264658606,109,169.77981651376146,13.423554338443013,0.0890085422593165,0.07906448843025443
387.0,98,227.5,19.70307945997745,98,171.8469387755102,12.085905602958999,0.08660694268121956,0.07032947859925075
389.0,95,231.86315789473684,22.192873365553293,95,174.82105263157894,13.999224102639536,0.09571539336848245,0.08007745000907732
391.0,103,231.126213592233,20.003764161292185,103,174.51456310679612,13.70692116404881,0.08654909302751806,0.07854313657285271
393.0,79,230.72151898734177,17.848318680323327,79,174.16455696202533,12.24894593031438,0.07735870827593914,0.07032972806852503
395.0,107,234.0,20.029694936400883,107,176.2336448598131,12.92983929276913,0.08559698690769608,0.07336759846880717
397.0,92,236.5326086956522,21.20100095447316,92,177.27173913043478,14.078354721609447,0.08963246577875697,0.07941680264811264
399.0,91,234.86813186813185,19.147502762158354,91,177.02197802197801,11.774716813747839,0.08152448188632434,0.06651556459439155
401.0,92,238.31521739130434,20.54099591400171,92,178.34782608695653,13.884480056198003,0.08619254841907216,0.07785057076854072
403.0,98,235.26530612244898,19.34417039461342,98,177.12244897959184,13.020416407519587,0.0822227922741202,0.07351081967605251
405.0,90,238.62222222222223,19.19654567344758,90,179.8111111111111,12.962256743142992,0.0804474348393687,0.0720881855578613
407.0,88,243.8068181818182,20.42303069730626,88,182.625,14.275863804208898,0.08376726643500121,0.078170369906688
409.0,100,242.56,19.0461003723581,100,182.51,12.693349089626079,0.07852119216836288,0.06954878685894515
411.0,92,244.0108695652174,19.92375277176145,92,183.5,13.347840093619459,0.08165108713092134,0.07274027298975182
413.0,87,242.04597701149424,18.852492307000468,87,181.57471264367817,12.988037594494445,0.07788806300261376,0.0715299911832004
415.0,98,248.40816326530611,19.708094906384254,98,187.3673469387755,14.093493238072261,0.07933754932737665,0.07521851308850243
417.0,99,246.6161616161616,22.055915524100715,99,185.91919191919192,14.621536232192627,0.08943418541412947,0.07864457714805335
419.0,94,242.9255319148936,23.099708773336275,94,184.32978723404256,14.953252099170289,0.09508967044859251,0.08112227721602165
421.0,99,250.0909090909091,19.84639529758434,99,188.4848484848485,12.693694108882188,0.07935672419971929,0.06734596552943925
423.0,104,248.46153846153845,21.314074422407913,104,188.625,14.643456738172125,0.08578420046170368,0.07763264009633995
425.0,123,246.22764227642276,22.337505404011967,123,185.73170731707316,13.762668185557832,0.09071891846706306,0.07409972365172307
427.0,90,256.0,21.28194888431525,90,191.84444444444443,14.783008095092676,0.08313261282935644,0.07705726448270248
429.0,2600,253.41346153846155,20.9348512960211,2600,191.29807692307693,14.191158940268236,0.08261144127437657,0.07418348981090206
431.0,25080,252.75167464114833,20.850126078107607,25080,190.5915071770335,13.965623421333582,0.08249253385842127,0.0732751612502934
433.0,101,257.61386138613864,21.710352506133884,101,193.78217821782178,13.150364223394,0.08427478393172382,0.06786157707760035
