EventID,Edep_MeV,#PE,#NoisePE
270,0.10759390096390535,57,17
271,0.1077578704918402,86,26
272,0.10743362137373778,45,5
273,0.10766740758334993,52,10
274,0.10756351703353002,68,20
275,0.0492632907041426,24,3
276,0.10752453216751423,60,13
277,0.10743243465317344,74,24
278,0.10750450876883501,84,27
279,0.10762064323935744,52,11
280,0.10776436234320268,53,15
281,0.10755616215938359,77,24
282,0.10755733269252467,52,12
283,0.10717971215722129,53,10
284,0.10772870812801594,67,22
285,0.10763862218808433,79,23
286,0.10773811068589843,76,24
287,0.10761632927547114,74,13
288,0.10763901388993749,62,12
289,0.1075857377704682,46,8
290,0.10754870552648718,64,9
291,0.10767745981797912,64,14
292,0.10743815052535946,51,13
293,0.10765349143040591,65,19
294,0.10750459166900708,58,16
295,0.1075312785847436,60,8
296,0.10755399251379795,69,25
297,0.10745186960350622,74,17
298,0.04948402336441845,37,9
299,0.10786102719933642,84,26
300,0.04096907922578976,27,9
301,0.10790620730669519,58,13
302,0.10747566593225405,63,10
303,0.1075888121953298,52,7
304,0.10741905944642502,56,15
305,0.10796822970994509,58,9
306,0.10774043755916787,71,18
307,0.1076595179981009,84,24
308,0.10751117888391665,55,9
309,0.10763333585488755,60,17
310,0.10746747746278432,74,30
311,0.10778331158613375,71,22
312,0.10772738436764528,76,22
313,0.10774909806870801,57,6
314,0.10768467910529964,75,12
315,0.1075084453661403,57,14
316,0.10741756766902226,70,10
317,0.107617001848191,61,16
318,0.10746820880159437,64,13
319,0.10768173052713366,61,17
320,0.1078228771827415,82,32
321,0.1076228754147739,62,14
322,0.10765076330519635,68,17
323,0.10777784784859905,51,11
324,0.1076436262031898,62,18
325,0.10754737163886971,52,11
326,0.10759771093584303,91,30
327,0.10763183014526793,75,22
328,0.107548459646156,67,13
329,0.1075972281155752,68,22
330,0.10753630007922631,77,19
331,0.04922040808805567,32,14
332,0.10764267413166909,51,12
333,0.10759372949699444,65,18
334,0.1076030841368178,46,10
335,0.10756864552361385,65,15
336,0.1074850560885264,45,6
337,0.08707943981525168,63,18
338,0.10775739070798913,77,21
339,0.10775951153124744,50,17
340,0.10740497512505677,90,35
341,0.10750621970358128,46,13
342,0.10756030193648751,61,9
343,0.04154289050644211,22,9
344,0.10764140907413475,66,17
345,0.10741098182508166,70,18
346,0.10745482014365307,65,17
347,0.10753364448081798,63,14
348,0.1077115051491828,62,13
349,0.10756842335454643,67,20
350,0.04175984850470808,22,3
351,0.10783413286804042,82,23
352,0.10745818290695704,63,21
353,0.10761322696800157,71,17
354,0.10761426589091441,56,13
355,0.10773071126348288,49,14
356,0.10771045906787856,64,16
357,0.049300938677924365,36,11
358,0.10753287611262254,64,17
359,0.10742420481077752,60,18
360,0.10772391162457334,70,24
361,0.10762118819474768,67,20
362,0.10774950679880911,65,19
363,0.10752371068288807,44,7
364,0.04954818196721814,34,11
365,0.10766516196118113,56,11
366,0.049295977748552045,34,11
367,0.10745788375888951,45,8
368,0.10773374282927466,63,14
369,0.04928777940137641,27,9
370,0.10750353225227693,59,17
371,0.10776435138684413,79,21
372,0.10744426977991114,71,19
373,0.10731168584753067,59,14
374,0.10753176487947719,52,9
375,0.10741230992257497,57,10
376,0.10759761662695864,55,15
377,0.022618022197231212,19,5
378,0.1074243079482954,55,9
379,0.1075380826867118,72,21
380,0.10765114099987826,68,23
381,0.10766076570357885,54,15
382,0.10751165357920722,60,8
383,0.10748363222498958,75,15
384,0.10763055921936909,58,17
385,0.10773277190817164,67,19
386,0.10752290470432846,72,15
387,0.1077063355597534,64,12
388,0.04935985801408549,27,4
389,0.10767111097802445,70,23
390,0.10752282484634842,51,6
391,0.10779196255332246,87,34
392,0.10729910100780302,53,15
393,0.10754016831175738,56,10
394,0.10751631356874584,74,13
395,0.04137674080510286,31,5
396,0.10768147810310649,79,25
397,0.10743265823939983,53,11
398,0.04934302742836044,29,9
399,0.10767757713474858,93,34
400,0.10778037751179906,51,12
401,0.1075092048186014,60,14
402,0.10736766731404455,74,21
403,0.10780596544457259,67,20
404,0.04937800249511862,40,15
405,0.10753434476051897,88,23
406,0.107564652010582,64,17
407,0.10746342073984821,76,25
408,0.10772157907588673,65,27
409,0.05053676946576906,28,6
410,0.10773413000397558,61,17
411,0.04144477365719715,29,10
412,0.10756688811879325,50,14
413,0.10775141611798857,73,24
414,0.10779144902746723,64,17
415,0.1075683588854776,49,10
416,0.10768442504910383,48,9
417,0.10769092022954652,73,16
418,0.10777684673970384,59,16
419,0.10755335138048142,66,21
420,0.10762763826824537,55,7
421,0.10730773542110332,67,21
422,0.05046597051770039,35,10
423,0.10764002785903473,59,14
424,0.10771493546482983,73,18
425,0.10754998109198874,55,12
426,0.1076708484908812,60,8
427,0.10744133759315996,63,16
428,0.10736521071503685,47,10
429,0.10771156126267217,63,14
430,0.10756112191219427,87,28
431,0.10765336669794381,55,10
432,0.10767470442668951,74,18
433,0.10780496513935674,65,17
434,0.10771486752165396,67,12
435,0.10741640800067327,80,20
436,0.10777041537188044,78,29
437,0.10762830592782877,81,23
438,0.10760012466472942,50,11
439,0.10748457210176396,53,6
440,0.10766270835446043,79,22
441,0.1073018106971803,61,16
442,0.10738382680038691,77,19
443,0.1074427301904751,75,25
444,0.10757144786394912,64,13
445,0.10775033672945131,57,19
446,0.10753792034315286,80,27
447,0.10780644897745603,62,13
448,0.10766032177685755,69,21
449,0.10716507831299348,63,16
450,0.10752655916656068,48,9
451,0.10757580842116041,77,22
452,0.10740795329252566,60,15
453,0.10778966423732664,66,15
454,0.10749437026731067,63,18
455,0.10768561161010566,61,18
456,0.10737984513079234,77,22
457,0.04156770979081439,23,4
458,0.1076173133764348,48,16
459,0.10784345060081324,59,13
460,0.1076341278124305,83,24
461,0.10762014813893715,45,9
462,0.10739836360479091,81,23
463,0.10742479160405317,73,21
464,0.1079215438076594,50,7
465,0.10756651054044772,59,12
466,0.10787701313894406,48,8
467,0.10746969691490209,69,15
468,0.10727879774803023,59,11
469,0.10751735574167247,63,15
470,0.10764655382527334,60,13
471,0.10771683279296801,74,21
472,0.10768496760707758,80,30
473,0.10747522895044555,54,11
474,0.10747974899158483,76,20
475,0.10763237894938929,51,7
476,0.1075724945361429,49,7
477,0.10756665996726945,59,18
478,0.10772947999889951,55,13
479,0.1077815344814179,53,15
480,0.041454911843966796,31,9
481,0.10739162845705405,77,23
482,0.10770056899149268,65,17
483,0.10759146566250256,49,13
484,0.10735200125181227,83,18
485,0.10753378414175331,50,11
486,0.10749773748424275,71,18
486,0.10749773748424275,71,18
488,0.10757474750464996,53,14
489,0.10784063694856973,86,23
490,0.10774503003038843,67,16
491,0.10757337584792766,50,9
492,0.10777170236121725,80,21
493,0.10741320515347809,64,16
494,0.1073885393414761,82,30
495,0.10777745020613608,55,6
496,0.10758889556077673,66,13
497,0.10763648160480524,63,16
498,0.10765119550161883,59,11
499,0.10756727775425057,66,11
500,0.10735241987599749,62,20
501,0.10744673857107433,81,24
502,0.10782495711593039,64,9
503,0.05043072381787345,37,12
504,0.1077074657127685,63,11
505,0.10736769801894185,61,13
506,0.10772976262884844,70,15
507,0.10761523380757997,71,24
508,0.10749661307735137,45,12
509,0.10723905158874064,70,17
510,0.10765126891639794,48,7
511,0.029157998613741107,17,3
512,0.10748376135225864,52,19
513,0.05048734028681873,30,8
514,0.10772376851022515,67,26
515,0.10767712542859371,62,16
516,0.10759407621424966,60,13
517,0.10757834589860352,65,19
518,0.10762527497887027,78,29
519,0.04940046556753949,25,4
520,0.1074572306799502,62,21
521,0.10784613836239645,57,11
522,0.10754984187453204,65,15
523,0.10743630267492218,64,20
524,0.10764252588072608,72,19
525,0.10753296537275368,86,19
526,0.10780627996649589,62,13
527,0.10750885202279688,61,5
528,0.10751615523584905,61,10
529,0.10757657296195139,63,15
530,0.10737096307084297,70,16
531,0.10778593334879914,64,10
532,0.10740999087095342,68,18
533,0.10751440687313378,59,10
534,0.10779999967873422,68,16
535,0.10746887285397505,68,16
536,0.10722936331986684,52,14
537,0.1075838792754548,61,8
538,0.10730046379361836,64,20
539,0.10763942920022936,46,8
540,0.10751908504832206,54,7
541,0.10771041354274878,52,13
542,0.10753486925874377,56,10
543,0.10757855667610071,63,20
544,0.10771804792303885,65,12
545,0.10762289735828102,39,8
546,0.10729868441724022,74,15
547,0.10777343055099696,62,14
548,0.10736892635813175,67,19
549,0.10756461241383515,53,14
550,0.10734004188583508,61,17
551,0.10751372878616625,46,4
552,0.10731599604210162,45,6
553,0.10756022950445476,76,21
554,0.10766194385774347,67,19
555,0.10760313192466849,54,14
556,0.10760407712605713,69,9
557,0.1076326402308156,63,12
558,0.10764136216532233,70,29
559,0.049138571968634595,35,13
560,0.10760885025414574,55,3
561,0.10770364076767393,55,14
562,0.10762739692417103,65,18
563,0.10754832624007239,69,16
564,0.10763061083710919,65,16
565,0.1074830171754258,60,11
566,0.1075919838344228,73,17
567,0.10776869847816817,83,25
568,0.10743264701485565,62,12
569,0.049256401030517004,25,5
570,0.10752332484668276,56,14
571,0.10759127993338434,64,16
572,0.10744415331362642,66,25
573,0.10738215896017068,77,22
574,0.10765012686160812,52,11
575,0.10724993993326888,81,34
576,0.10776667218628268,41,7
577,0.10752931915013193,53,16
578,0.10756431147205199,44,8
579,0.10760606239580749,42,7
580,0.04926752522502301,28,9
581,0.10760773018857078,49,11
582,0.10760764051593567,77,21
583,0.10745356720834272,72,20
584,0.10742640890175062,61,16
585,0.10746677607026901,58,11
586,0.10738521790863523,70,25
587,0.1076114728089232,48,7
588,0.1078196306272683,58,14
589,0.10749869064500259,72,26
590,0.10751720814062074,43,7
591,0.05035150545258,32,5
592,0.10752810075815791,49,8
593,0.10784274361700026,76,19
594,0.04933420101851504,32,10
595,0.10748319069179349,62,19
596,0.10750874535570257,43,5
597,0.10767900673700063,74,21
598,0.10771259293986542,53,11
599,0.10768021019282309,63,12
600,0.10754445630246018,60,13
601,0.10746273129532428,76,24
602,0.10754210048381019,64,17
603,0.10735877501215237,69,21
604,0.10743176392487484,46,9
605,0.1074989417524027,66,16
606,0.10767146629384146,68,20
607,0.10763123321899629,49,10
608,0.10764340123498849,60,17
609,0.10771121665575611,75,19
610,0.10774923766815474,77,21
611,0.10785252269172725,82,27
612,0.10740517346539313,65,20
613,0.10764919704671305,56,8
614,0.10772990347072028,70,14
615,0.10765491237678378,71,23
616,0.10762544807196678,66,13
617,0.10771574113413795,68,17
618,0.10768352735465991,81,26
619,0.10760857505675936,58,14
620,0.10757065843711969,63,13
621,0.10787759557652005,72,31
622,0.050622828244849656,32,7
623,0.10746350191850579,69,28
624,0.04169183397790093,28,9
625,0.10764981715867082,50,8
626,0.10736562987497146,76,23
627,0.10776269492627458,69,18
628,0.04939394987611932,41,9
629,0.1078222108250296,62,13
630,0.10754956646392223,91,25
631,0.041855183504870296,36,14
632,0.0493886241703349,25,5
633,0.05050202576226043,20,6
634,0.10796709660792118,54,18
635,0.10782778511568386,55,14
636,0.10783517871845193,78,27
637,0.1075037100486025,50,9
638,0.10771800160295648,64,17
639,0.10740432570343313,65,14
640,0.1076056793074737,57,14
641,0.10762142020276326,49,9
642,0.1077595958085557,62,22
643,0.10763212717821864,52,16
644,0.10757927836424658,66,18
645,0.10740339598496082,76,17
646,0.10736000912605828,60,16
647,0.10771137127572884,50,9
648,0.10746710482505822,70,16
649,0.1075963056594099,72,22
650,0.10760983623520623,67,21
651,0.10759531311449722,66,24
652,0.05035731190386104,23,3
653,0.10753804591261472,64,12
654,0.1074249854883382,80,17
655,0.10742982670482361,68,17
656,0.10764962425679916,51,8
657,0.05062465771945758,41,13
658,0.10785905151035684,72,18
659,0.10729873600837239,52,12
660,0.1074206727187184,65,21
661,0.04918502426990416,24,5
662,0.050433763630670515,32,7
663,0.10772660025293432,71,14
664,0.10765333199339669,57,19
665,0.10742226611127492,61,18
666,0.10740632571662531,78,17
667,0.049209391419537674,35,11
668,0.10737584108331812,96,28
669,0.10755539629087418,59,17
670,0.10747388948170127,55,12
671,0.10748419246139934,82,24
672,0.10763947904286403,64,26
673,0.10770589042471115,77,23
674,0.1076836990327815,57,11
675,0.04906742194166879,24,5
676,0.10736857520679155,75,23
677,0.10759475625538278,69,7
678,0.10750381324705889,79,20
679,0.10767607623739686,74,24
680,0.1076412580299434,66,19
681,0.1075880815570559,56,11
682,0.10749942755137906,51,10
683,0.1076979519884197,70,15
684,0.05546888230469982,36,6
685,0.10751584033550504,65,8
686,0.1075528281350545,53,7
687,0.10760373740157733,63,12
688,0.1075002582845804,73,21
689,0.10780963939655433,60,16
690,0.04932578788157082,45,13
691,0.10767856846578135,67,14
692,0.10770111218504362,59,15
693,0.041828344575548404,24,7
694,0.10760929728857559,43,10
695,0.10739252481674967,58,18
696,0.10742772800984918,71,17
697,0.1076455618554095,59,9
698,0.04921031254614652,32,6
699,0.10738407326446489,67,12
700,0.10752077165216815,64,20
701,0.10756925800627255,45,14
702,0.10760293258420431,64,14
703,0.1074904668755333,56,16
704,0.10770261323591786,51,14
705,0.05047467308544372,19,3
706,0.10742854871481584,56,11
707,0.10747399242113076,64,17
708,0.10759392067581133,71,24
709,0.10776164593855171,61,16
710,0.10750613990528295,47,11
711,0.10756717497337814,40,9
712,0.05048114754827978,18,4
713,0.10756151223858239,46,8
714,0.049402258876395926,38,7
715,0.1074788313346491,79,22
716,0.10756063090897286,61,17
717,0.10773004305422741,68,23
718,0.04155541734580093,23,7
719,0.10762531380355361,69,24
720,0.10721023672906904,68,20
721,0.10742825352228366,82,26
722,0.10766950158987428,64,19
723,0.1075383642260015,79,22
724,0.10769907780820435,63,18
725,0.10770316624866463,70,20
726,0.10781102625388399,57,12
727,0.10781852173237368,71,17
728,0.10767448266490319,82,24
729,0.10759785500156452,65,19
730,0.10742403688183587,75,21
731,0.10755592730276743,65,15
732,0.10733619994653268,41,10
733,0.10723469066776012,68,19
734,0.10761522457691165,56,12
735,0.1075817458727011,80,22
736,0.10757176589729094,63,12
737,0.10762896585755963,58,9
737,0.10762896585755963,58,9
739,0.10751544528433742,76,22
740,0.10761473467579802,63,18
741,0.049160346740492473,41,12
742,0.10769391761375416,66,20
743,0.1077393618740874,54,9
744,0.10752609610598053,52,8
745,0.10757305491315858,73,24
746,0.10765978850235783,75,17
747,0.10737084290532002,68,13
748,0.10748036478856936,61,22
749,0.10743445999080103,51,11
750,0.10751971904751748,53,15
751,0.10762350132580761,81,23
752,0.10759532037981889,58,12
753,0.10779048114280076,66,16
754,0.1074219721450695,66,21
755,0.10747790468901874,46,7
756,0.1077212048353793,61,17
757,0.10767431616118993,62,15
758,0.10766587236593135,60,18
759,0.10753825593914265,76,15
760,0.10768553617467524,50,6
761,0.10766024104576068,66,16
762,0.049238576918327136,23,4
763,0.10767650031552271,72,11
764,0.04933733558764857,28,9
765,0.10757795753887105,60,15
766,0.10748287380476908,78,19
767,0.050410723063687886,40,12
768,0.10741122655702486,56,17
769,0.10771501427015576,75,16
770,0.05044330901762157,22,5
771,0.10750002019972443,56,17
772,0.04941508465767955,37,17
773,0.10753147966570124,77,28
774,0.04927527905146091,37,10
775,0.10734459183905186,71,22
776,0.10780390003252777,67,19
777,0.04932758512145574,20,4
778,0.1075225982178686,53,11
779,0.05042118572075855,42,20
780,0.10758850941733998,73,17
781,0.1075616467296618,59,10
782,0.10748047089076256,65,10
783,0.10779053078668613,41,7
784,0.10767916518186915,74,23
785,0.10759498405593243,50,5
786,0.10752159830260535,72,19
787,0.10758903267291627,61,12
788,0.10773445454449444,90,31
789,0.10763920030692581,72,18
790,0.0492874244382926,26,7
791,0.10739976348500697,57,13
792,0.10766697281887151,62,13
793,0.1078231647701133,49,12
794,0.1077640572220581,62,17
795,0.1077098801827147,49,9
796,0.10739910934137842,64,15
797,0.10755757706034552,76,23
798,0.10756568198551716,69,24
799,0.10794108205047594,58,11
800,0.10785368690267788,66,17
801,0.1076990054261722,77,24
802,0.10764457480820583,70,15
803,0.04183256263643797,26,3
804,0.10741571537313623,53,10
805,0.10751814190734842,58,16
806,0.04132318169882951,25,9
807,0.049353710158492305,33,8
808,0.10752420901415742,45,5
809,0.10780987981202718,68,19
810,0.10748669741209521,62,11
811,0.04922853646904133,32,10
812,0.10752270684594482,56,12
813,0.027512370850353848,13,5
814,0.10760888395254119,70,22
815,0.10758732254088627,56,14
816,0.05051660538935932,43,17
817,0.10754872068214112,60,15
818,0.10770482645998948,67,15
819,0.10752543179593856,71,20
820,0.10765618923983539,57,10
821,0.10777738279857528,66,17
822,0.10759274232356916,71,19
823,0.10744281683671057,51,8
824,0.049269231321074615,33,10
825,0.04928311848560136,33,7
826,0.10754148662108853,70,21
827,0.10747022611483484,72,25
828,0.1075058629459031,64,10
829,0.1075673500015929,79,26
830,0.10746701106182428,79,28
831,0.10772390889498483,72,18
832,0.10769665152320948,67,20
833,0.10769116797993349,54,11
834,0.10765899952716682,76,20
835,0.10756956283480569,75,18
836,0.10776312479941016,64,19
837,0.10754738490327785,62,13
838,0.03975798330352345,22,5
839,0.04932732813592045,42,15
840,0.10754498514479276,55,16
841,0.10757819462890822,65,14
842,0.10760233778929096,67,16
843,0.10788972889538614,92,30
844,0.10781701125628838,40,5
845,0.10756748141575742,61,14
846,0.10778789464798375,60,16
847,0.050482622001101304,34,11
848,0.10762037435112569,72,11
849,0.1078605559047559,56,12
850,0.1077083870764375,73,20
851,0.03965477376819576,22,4
852,0.10756226954451643,83,27
853,0.107576069886459,73,21
854,0.10757220370737905,48,11
855,0.10742915836854192,59,17
856,0.10768416949507652,68,15
857,0.10755520923134639,63,18
858,0.049317699520582715,31,9
859,0.10755623672356528,67,13
860,0.10742349020953325,65,13
861,0.10743259756764087,62,15
862,0.10768353961145749,58,13
863,0.10782443838684286,60,19
864,0.1075831641012231,56,9
865,0.1076151532202739,60,20
866,0.10745277981380312,72,20
867,0.10771094885874499,79,22
868,0.10758942596652352,71,19
869,0.10760736755716852,59,10
870,0.049153333780593014,30,7
871,0.049265551732441716,43,12
872,0.10762096020246151,79,32
873,0.10764508832089356,68,18
874,0.10761308514486856,58,10
875,0.10750893207554466,67,16
876,0.04930973099669072,16,2
877,0.049264651945298533,26,11
878,0.10735138678679751,64,13
879,0.10758563020818179,60,12
880,0.10735010950708904,50,9
881,0.1075798616967534,64,14
882,0.10761145114623463,88,35
883,0.05246002632717262,22,2
884,0.10748691224641366,71,19
885,0.10764036399301884,73,15
886,0.10737518898147667,78,21
887,0.10761918314178523,65,18
888,0.10757075815656095,68,18
889,0.1077778130419461,39,13
890,0.10747227627389262,58,16
891,0.006728023061652445,9,4
892,0.04192036871393977,33,14
893,0.10775980248319864,81,23
894,0.04165864823954531,21,5
895,0.10765585871117551,47,10
896,0.10776393480664902,87,33
897,0.10769157945716047,39,6
898,0.10766215197645712,52,17
899,0.10752490771885582,52,9
900,0.10754680068896873,80,27
901,0.10779439628497607,62,9
902,0.10754212294561484,63,17
903,0.10767096196561239,74,21
904,0.0396008965235822,18,1
905,0.10760277836907299,58,14
906,0.10748999733847849,75,24
907,0.10727996443046152,60,14
908,0.10767007525927574,70,15
909,0.10754696308459519,66,18
910,0.10749489926045767,51,15
911,0.10769393395000844,65,16
912,0.10749166483736053,57,18
913,0.10760818913748002,73,27
914,0.04937359930895836,31,9
915,0.10755128937905617,57,12
916,0.10761757478471227,63,20
917,0.1076123660771066,59,14
918,0.10764227976580429,61,17
919,0.1074116711962082,71,21
920,0.10759680751251548,76,21
921,0.1075311497421157,71,21
922,0.10752176327383703,61,20
923,0.05034149942889068,49,9
924,0.049405763296416175,24,5
925,0.10773388576321614,69,16
926,0.107345961045129,57,18
